Date,Genotype,"Week 1 set or week 2 set? (generation time is 2 weeks, so sets were staggered to have flies out each week)",Wing clipping pattern was matched within treatment or mismatched,Plate # within a batch,"Three-way mating pattern (FC = female CMY chooser, MS = male starch chooser, etc).",Assay start time,AM or PM?,Order,well possition,Copulation initiation time,Copulation end time,Male wing clip,Female wing clip,Mating pattern,Male diet treatment,Female diet treatment,Type of mating pattern,Binary assortative/disassortative,Loder,Loader,Data recorder,Copulation latency,Latency as integer,Copulation duration,Duration as integer
5/1/14,Canton s,1,matched,8,FS,9:43:00,am,11,,9:56,10:18,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:13:00,0:22:00,13,22
5/1/14,Canton s,1,matched,8,FS,9:43:00,am,12,,9:57,10:24,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:14:00,0:27:00,14,27
5/1/14,Canton s,2,matched,8,FS,9:43:00,am,13,,10:00,10:24,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:17:00,0:24:00,17,24
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,2,,9:46,10:01,NA,L,NA,NA,starch,NA,NA,NA,NA,NA,0:09:00,0:15:00,9,15
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,4,,10:24,10:42,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:18:00,0:18:00,18,18
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,6,,10:26,10:42,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:20:00,0:16:00,20,16
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,8,,10:32,10:44,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:26:00,0:12:00,26,12
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,13,,10:40,10:53,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:34:00,0:13:00,34,13
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,2,,10:21,10:42,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:06:00,0:21:00,6,21
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,5,,10:28,10:45,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:13:00,0:17:00,13,17
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,6,,10:32,10:45,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:17:00,0:13:00,17,13
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,7,,10:35,10:47,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:20:00,0:12:00,20,12
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,9,,10:37,10:48,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:22:00,0:11:00,22,11
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,10,,10:37,10:40,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:22:00,0:03:00,22,3
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,14,,10:48,10:58,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:33:00,0:10:00,33,10
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,16,,10:49,NA,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:34:00,#VALUE!,34,#VALUE!
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,17,,10:50,10:59,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:35:00,0:09:00,35,9
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,18,,10:51,10:58,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:36:00,0:07:00,36,7
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,1,,10:17,10:41,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:11:00,0:24:00,11,24
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,2,,10:19,10:41,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:13:00,0:22:00,13,22
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,3,,10:23,10:38,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:17:00,0:15:00,17,15
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,5,,10:25,10:42,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:19:00,0:17:00,19,17
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,7,,10:31,10:46,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:25:00,0:15:00,25,15
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,9,,10:39,10:54,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:33:00,0:15:00,33,15
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,10,,10:39,10:54,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:33:00,0:15:00,33,15
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,11,,10:39,10:52,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:33:00,0:13:00,33,13
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,12,,10:40,10:54,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:34:00,0:14:00,34,14
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,14,,10:44,10:54,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:38:00,0:10:00,38,10
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,15,,10:45,10:53,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:39:00,0:08:00,39,8
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,16,,10:45,10:53,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:39:00,0:08:00,39,8
5/7/14,Canton s,2,matched,7,FS,10:06:00,am,17,,10:46,10:54,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:40:00,0:08:00,40,8
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,1,,10:19,10:40,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:04:00,0:21:00,4,21
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,3,,10:27,10:40,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:12:00,0:13:00,12,13
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,4,,10:27,10:42,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:12:00,0:15:00,12,15
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,8,,10:37,10:47,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:22:00,0:10:00,22,10
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,11,,10:38,10:50,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:23:00,0:12:00,23,12
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,12,,10:47,11:04,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:32:00,0:17:00,32,17
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,13,,10:47,11:04,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:32:00,0:17:00,32,17
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,15,,10:48,11:05,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:33:00,0:17:00,33,17
5/7/14,Canton s,2,matched,8,FS,10:15:00,am,19,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!
5/15/14,Canton s,2,matched,7,FS,9:49:00,am,1,,9:54,10:12,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:05:00,0:18:00,5,18
5/15/14,Canton s,2,matched,7,FS,9:49:00,am,2,,9:56,10:14,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:07:00,0:18:00,7,18
5/15/14,Canton s,2,matched,7,FS,9:49:00,am,3,,9:57,10:18,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:08:00,0:21:00,8,21
5/15/14,Canton s,2,matched,7,FS,9:49:00,am,4,,10:02,10:14,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:13:00,0:12:00,13,12
5/15/14,Canton s,2,matched,7,FS,9:49:00,am,5,,10:04,10:26,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:15:00,0:22:00,15,22
5/15/14,Canton s,2,matched,7,FS,9:49:00,am,6,,10:09,10:30,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:20:00,0:21:00,20,21
5/15/14,Canton s,2,matched,7,FS,9:49:00,am,7,,10:29,10:36,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:40:00,0:07:00,40,7
5/15/14,Canton s,2,matched,7,FS,9:49:00,am,8,,10:31,10:48,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:42:00,0:17:00,42,17
5/15/14,Canton s,2,matched,7,FS,9:49:00,am,9,,10:34,10:52,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:45:00,0:18:00,45,18
5/15/14,Canton s,2,matched,7,FS,9:49:00,am,10,,10:35,10:59,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:46:00,0:24:00,46,24
5/15/14,Canton s,2,matched,7,FS,9:49:00,am,11,,10:43,10:59,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:54:00,0:16:00,54,16
5/15/14,Canton s,2,matched,8,FS,9:55:00,am,2,,10:03,10:18,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:08:00,0:15:00,8,15
5/15/14,Canton s,2,matched,8,FS,9:55:00,am,3,,10:04,10:23,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:09:00,0:19:00,9,19
5/15/14,Canton s,2,matched,8,FS,9:55:00,am,4,,10:04,10:26,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:09:00,0:22:00,9,22
5/15/14,Canton s,2,matched,8,FS,9:55:00,am,6,,10:08,10:26,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:13:00,0:18:00,13,18
5/15/14,Canton s,2,matched,8,FS,9:55:00,am,8,,10:14,10:37,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:19:00,0:23:00,19,23
5/15/14,Canton s,2,matched,8,FS,9:55:00,am,10,,10:28,10:45,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:33:00,0:17:00,33,17
5/15/14,Canton s,2,matched,8,FS,9:55:00,am,11,,10:34,10:53,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:39:00,0:19:00,39,19
5/15/14,Canton s,2,matched,8,FS,9:55:00,am,12,,10:36,11:06,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:41:00,0:30:00,41,30
5/15/14,Canton s,2,matched,8,FS,9:55:00,am,13,,10:48,11:04,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:53:00,0:16:00,53,16
5/15/14,Canton s,1,matched,8,FS,9:55:00,am,14,,10:48,11:06,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:53:00,0:18:00,53,18
5/15/14,Canton s,1,matched,8,FS,9:55:00,am,15,,10:52,11:07,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:57:00,0:15:00,57,15
5/15/14,Canton s,2,matched,7,FS,9:49:00,am,12,,10:46,11:05,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:57:00,0:19:00,57,19
5/15/14,Canton s,2,matched,8,FS,9:55:00,am,1,,10:01,10:22,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:06:00,0:21:00,6,21
5/15/14,Canton s,2,matched,8,FS,9:55:00,am,5,,10:06,10:26,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:11:00,0:20:00,11,20
5/15/14,Canton s,2,matched,8,FS,9:55:00,am,7,,10:09,10:27,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:14:00,0:18:00,14,18
5/15/14,Canton s,2,matched,8,FS,9:55:00,am,9,,10:19,10:38,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:24:00,0:19:00,24,19
5/22/14,Canton s,1,matched,4,FS,9:33:00,am,3,,9:49,NA,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:16:00,#VALUE!,16,#VALUE!
5/22/14,Canton s,1,matched,4,FS,9:33:00,am,8,,10:07,10:21,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:34:00,0:14:00,34,14
5/22/14,Canton s,1,matched,4,FS,9:33:00,am,10,,10:17,10:41,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:44:00,0:24:00,44,24
5/22/14,Canton s,2,matched,4,FS,9:33:00,am,12,,10:30,10:49,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:57:00,0:19:00,57,19
5/22/14,Canton s,1,matched,4,FS,9:33:00,am,1,,9:39,?,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:06:00,#VALUE!,6,#VALUE!
5/22/14,Canton s,1,matched,4,FS,9:33:00,am,2,,9:49,10:05,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:16:00,0:16:00,16,16
5/22/14,Canton s,1,matched,4,FS,9:33:00,am,4,,9:49,10:11,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:16:00,0:22:00,16,22
5/22/14,Canton s,1,matched,4,FS,9:33:00,am,5,,9:56,10:12,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:23:00,0:16:00,23,16
5/22/14,Canton s,1,matched,4,FS,9:33:00,am,6,,9:58,10:17,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:25:00,0:19:00,25,19
5/22/14,Canton s,1,matched,4,FS,9:33:00,am,7,,10:02,10:24,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:29:00,0:22:00,29,22
5/22/14,Canton s,1,matched,4,FS,9:33:00,am,9,,10:09,10:32,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:36:00,0:23:00,36,23
5/22/14,Canton s,2,matched,4,FS,9:33:00,am,11,,10:23,10:42,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:50:00,0:19:00,50,19
5/28/14,Canton s,2,matched,4,FS,11:05:00,am,2,,11:17,11:38,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:12:00,0:21:00,12,21
5/28/14,Canton s,2,matched,4,FS,11:05:00,am,3,,11:17,11:38,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:12:00,0:21:00,12,21
5/28/14,Canton s,2,matched,4,FS,11:05:00,am,5,,11:18,11:35,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:13:00,0:17:00,13,17
5/28/14,Canton s,1,matched,4,FS,11:05:00,am,6,,11:20,11:38,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:15:00,0:18:00,15,18
5/28/14,Canton s,2,matched,4,FS,11:05:00,am,1,,11:13,11:35,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:08:00,0:22:00,8,22
5/28/14,Canton s,2,matched,4,FS,11:05:00,am,4,,11:18,11:38,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:13:00,0:20:00,13,20
5/28/14,Canton s,1,matched,4,FS,11:05:00,am,7,,11:35,11:54,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:30:00,0:19:00,30,19
6/5/14,Canton s,1,matched,3,FS,9:13:00,am,1,,9:23,9:36,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:10:00,0:13:00,10,13
6/5/14,Canton s,1,matched,3,FS,9:13:00,am,3,,9:24,9:42,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:11:00,0:18:00,11,18
6/5/14,Canton s,1,matched,3,FS,9:13:00,am,4,,9:24,9:42,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:11:00,0:18:00,11,18
6/5/14,Canton s,1,matched,3,FS,9:13:00,am,8,,9:31,9:56,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:18:00,0:25:00,18,25
6/5/14,Canton s,1,matched,3,FS,9:13:00,am,9,,9:40,10:02,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:27:00,0:22:00,27,22
6/5/14,Canton s,1,matched,3,FS,9:13:00,am,12,,9:47,10:02,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:34:00,0:15:00,34,15
6/5/14,Canton s,1,matched,3,FS,9:13:00,am,15,,10:02,10:24,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:49:00,0:22:00,49,22
6/5/14,Canton s,1,matched,3,FS,9:13:00,am,2,,9:24,9:37,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:11:00,0:13:00,11,13
6/5/14,Canton s,1,matched,3,FS,9:13:00,am,5,,9:27,9:44,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:14:00,0:17:00,14,17
6/5/14,Canton s,1,matched,3,FS,9:13:00,am,6,,9:28,9:44,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:15:00,0:16:00,15,16
6/5/14,Canton s,1,matched,3,FS,9:13:00,am,7,,9:29,9:52,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:16:00,0:23:00,16,23
6/5/14,Canton s,1,matched,3,FS,9:13:00,am,10,,9:43,10:01,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:30:00,0:18:00,30,18
6/5/14,Canton s,1,matched,3,FS,9:13:00,am,11,,9:44,10:01,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:31:00,0:17:00,31,17
6/5/14,Canton s,1,matched,3,FS,9:13:00,am,13,,9:56,10:18,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:43:00,0:22:00,43,22
6/5/14,Canton s,1,matched,3,FS,9:13:00,am,14,,10:00,10:18,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:47:00,0:18:00,47,18
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,1,NA,9:38,10:20,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:09:00,0:42:00,9,42
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,3,NA,9:46,10:10,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:17:00,0:24:00,17,24
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,4,NA,9:51,10:11,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:22:00,0:20:00,22,20
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,5,NA,9:54,10:11,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:25:00,0:17:00,25,17
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,7,NA,9:57,10:33,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:28:00,0:36:00,28,36
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,8,NA,9:58,10:12,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:29:00,0:14:00,29,14
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,10,NA,10:01,10:20,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:32:00,0:19:00,32,19
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,12,NA,10:04,10:13,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:35:00,0:09:00,35,9
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,13,NA,10:05,10:28,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:36:00,0:23:00,36,23
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,14,NA,10:08,10:28,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:39:00,0:20:00,39,20
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,15,NA,10:09,10:20,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:40:00,0:11:00,40,11
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,17,NA,10:18,10:34,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:49:00,0:16:00,49,16
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,18,NA,10:20,10:34,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:51:00,0:14:00,51,14
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,2,NA,9:46,10:24,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:10:00,0:38:00,10,38
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,3,NA,9:49,10:33,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:13:00,0:44:00,13,44
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,4,NA,9:51,10:15,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:15:00,0:24:00,15,24
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,8,NA,9:59,10:30,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:23:00,0:31:00,23,31
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,9,NA,10:02,10:18,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:26:00,0:16:00,26,16
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,11,NA,10:02,10:17,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:26:00,0:15:00,26,15
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,12,NA,10:12,10:32,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:36:00,0:20:00,36,20
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,15,NA,10:18,10:35,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:42:00,0:17:00,42,17
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,17,NA,10:25,10:33,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:49:00,0:08:00,49,8
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,18,NA,10:30,10:48,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:54:00,0:18:00,54,18
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,2,NA,9:42,10:25,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:13:00,0:43:00,13,43
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,6,NA,9:56,10:12,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:27:00,0:16:00,27,16
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,9,NA,10:01,10:13,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:32:00,0:12:00,32,12
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,11,NA,10:02,10:11,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:33:00,0:09:00,33,9
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,16,NA,10:15,10:31,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:46:00,0:16:00,46,16
4/17/14,Canton s,1,matched,3,MC,9:29:00,am,19,NA,10:22,10:34,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:53:00,0:12:00,53,12
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,1,NA,9:43,10:11,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:07:00,0:28:00,7,28
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,5,NA,9:52,10:12,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:16:00,0:20:00,16,20
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,6,NA,9:56,10:11,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:20:00,0:15:00,20,15
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,7,NA,9:57,10:10,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:21:00,0:13:00,21,13
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,10,NA,10:02,10:17,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:26:00,0:15:00,26,15
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,13,NA,10:17,10:35,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:41:00,0:18:00,41,18
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,14,NA,10:17,10:33,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:41:00,0:16:00,41,16
4/17/14,Canton s,1,matched,4,MC,9:36:00,am,16,NA,10:19,10:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:43:00,0:05:00,43,5
4/24/14,Canton s,2,matched,4,MC,10:10:00,am,1,A6,10:26,10:44,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:16:00,0:18:00,16,18
4/24/14,Canton s,2,matched,4,MC,10:10:00,am,2,A1,10:26,10:44,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:16:00,0:18:00,16,18
4/24/14,Canton s,2,matched,4,MC,10:10:00,am,3,A2,10:28,10:41,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:18:00,0:13:00,18,13
4/24/14,Canton s,2,matched,4,MC,10:10:00,am,4,A4,10:34,10:56,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:24:00,0:22:00,24,22
4/24/14,Canton s,2,matched,4,MC,10:10:00,am,5,A5,10:37,10:56,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:27:00,0:19:00,27,19
4/24/14,Canton s,2,matched,4,MC,10:10:00,am,6,A3,10:40,10:59,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:30:00,0:19:00,30,19
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,1,B2,10:11,10:33,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:05:00,0:22:00,5,22
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,2,A1,10:13,10:35,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:07:00,0:22:00,7,22
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,3,D1,10:14,11:01,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:08:00,0:47:00,8,47
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,4,A2,10:15,10:35,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:09:00,0:20:00,9,20
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,6,D3,10:20,10:39,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:14:00,0:19:00,14,19
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,7,D5,10:20,10:39,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:14:00,0:19:00,14,19
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,9,B3,10:23,10:46,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:17:00,0:23:00,17,23
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,12,C4,10:23,10:42,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:17:00,0:19:00,17,19
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,14,A5,10:29,10:48,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:23:00,0:19:00,23,19
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,15,A6,10:29,10:46,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:23:00,0:17:00,23,17
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,16,B4,10:29,10:50,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:23:00,0:21:00,23,21
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,18,A3,10:29,10:51,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:23:00,0:22:00,23,22
