date,genotype,Number of males held together before assay,Wing clipping pattern was matched within treatment or mismatched,"Week 1 set or week 2 set? (generation time is 2 weeks, so sets were staggered to have flies out each week)",Plate # within a batch,Assay start time,AM or PM?,Order of mating within a plate,Well position,Copulation initiation time (first pair to mate),Copulation end time (first pair to mate),Male wing clip  (first pair to mate),Female wing clip (first pair to mate),Mating pattern (first pair to mate),Treatment of first female to mate,Treatment of first male to mate,"Diet treatment of first mating pair, (female x male)",Binary: assortative or no?,Loader,Loader,Data recorder,Copulation latency,Latency as integer,Copulation duration,Duration as integer
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,14,B4,10:44:00,NA,L,R,disassortative,CMY,Starch,CxS,0,Michael and Ali,NA,Wes,0:29:00,29.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,16,C3,10:47:00,NA,L,R,disassortative,CMY,Starch,CxS,0,Michael and Ali,NA,Wes,0:32:00,32.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,2,A3,10:31:00,10:49:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Matt,NA,Matt,0:07:00,7.00,0:18:00,18.00
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,4,D5,10:35:00,10:55:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Matt,NA,Matt,0:11:00,11.00,0:20:00,20.00
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,5,A2,10:38:00,10:55:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Matt,NA,Matt,0:14:00,14.00,0:17:00,17.00
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,12,D6,10:54:00,11:16:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Matt,NA,Matt,0:30:00,30.00,0:22:00,22.00
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,15,A6,11:00:00,11:14:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Matt,NA,Matt,0:36:00,36.00,0:14:00,14.00
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,3,A5,NA,NA,L,R,disassortative,CMY,Starch,CxS,0,Michael and Ali,NA,Daniel,#VALUE!,#VALUE!,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,1,10:20:00,am,3,B4,10:41:00,10:53:00,L,L,assortative,Starch,Starch,Starch,1,Alex/Matt,NA,Alex,0:21:00,21.00,0:12:00,12.00
9/5/13,Canton-S,20,matched,1,1,10:20:00,am,4,B3,10:43:00,11:02:00,L,L,assortative,Starch,Starch,Starch,1,Alex/Matt,NA,Alex,0:23:00,23.00,0:19:00,19.00
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,1,A5,NA,NA,L,L,assortative,Starch,Starch,Starch,1,Michael and Ali,NA,Wes,#VALUE!,#VALUE!,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,2,C6,NA,NA,L,L,assortative,Starch,Starch,Starch,1,Michael and Ali,NA,Wes,#VALUE!,#VALUE!,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,3,C3,NA,NA,L,L,assortative,Starch,Starch,Starch,1,Michael and Ali,NA,Wes,#VALUE!,#VALUE!,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,4,D4,NA,NA,L,L,assortative,Starch,Starch,Starch,1,Michael and Ali,NA,Wes,#VALUE!,#VALUE!,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,5,D1,NA,NA,L,L,assortative,Starch,Starch,Starch,1,Michael and Ali,NA,Wes,#VALUE!,#VALUE!,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,7,C4,10:38:00,11:08:00,L,L,assortative,Starch,Starch,Starch,1,Michael and Ali,NA,Wes,0:23:00,23.00,0:30:00,30.00
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,10,D6,10:38:00,NA,L,L,assortative,Starch,Starch,Starch,1,Michael and Ali,NA,Wes,0:23:00,23.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,11,A1,10:41:00,NA,L,L,assortative,Starch,Starch,Starch,1,Michael and Ali,NA,Wes,0:26:00,26.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,13,C2,10:42:00,NA,L,L,assortative,Starch,Starch,Starch,1,Michael and Ali,NA,Wes,0:27:00,27.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,6,D1,10:40:00,10:56:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Matt,NA,Matt,0:16:00,16.00,0:16:00,16.00
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,7,B5,10:42:00,11:14:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Matt,NA,Matt,0:18:00,18.00,0:32:00,32.00
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,10,A1,10:51:00,11:09:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Matt,NA,Matt,0:27:00,27.00,0:18:00,18.00
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,14,A5,10:59:00,11:20:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Matt,NA,Matt,0:35:00,35.00,0:21:00,21.00
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,2,B2,NA,NA,L,L,assortative,Starch,Starch,Starch,1,Michael and Ali,NA,Daniel,#VALUE!,#VALUE!,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,9,A2,10:45:00,11:11:00,L,L,assortative,Starch,Starch,Starch,1,Michael and Ali,NA,Daniel,0:28:00,28.00,0:26:00,26.00
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,11,B6,10:50:00,11:16:00,L,L,assortative,Starch,Starch,Starch,1,Michael and Ali,NA,Daniel,0:33:00,33.00,0:26:00,26.00
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,13,B4,10:54:00,11:14:00,L,L,assortative,Starch,Starch,Starch,1,Michael and Ali,NA,Daniel,0:37:00,37.00,0:20:00,20.00
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,15,D1,11:05:00,NA,L,L,assortative,Starch,Starch,Starch,1,Michael and Ali,NA,Daniel,0:48:00,48.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,16,C4,11:06:00,NA,L,L,assortative,Starch,Starch,Starch,1,Michael and Ali,NA,Daniel,0:49:00,49.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,18,D3,11:22:00,NA,L,L,assortative,Starch,Starch,Starch,1,Michael and Ali,NA,Daniel,1:05:00,5.00,#VALUE!,#VALUE!
9/12/13,allRAL,10,matched,2,1,9:27:00,am,6,B5,9:41:00,10:00:00,L,L,assortative,CMY,CMY,CMY,1,Wes andMichael,NA,Michael,0:14:00,14.00,0:19:00,19.00
9/12/13,allRAL,10,matched,2,1,9:27:00,am,12,A2,9:45:00,10:15:00,L,L,assortative,CMY,CMY,CMY,1,Wes andMichael,NA,Michael,0:18:00,18.00,0:30:00,30.00
9/12/13,allRAL,10,matched,2,1,9:27:00,am,15,C2,9:55:00,10:13:00,L,L,assortative,CMY,CMY,CMY,1,Wes andMichael,NA,Michael,0:28:00,28.00,0:18:00,18.00
9/12/13,allRAL,10,matched,2,2,9:22:00,am,7,A3,9:51:00,10:03:00,L,L,assortative,CMY,CMY,CMY,1,Ali and Michael,NA,Mike,0:29:00,29.00,0:12:00,12.00
9/12/13,allRAL,10,matched,2,1,9:27:00,am,2,C1,9:35:00,9:50:00,R,L,disassortative,CMY,Starch,CxS,0,Wes andMichael,NA,Michael,0:08:00,8.00,0:15:00,15.00
9/12/13,allRAL,10,matched,2,1,9:27:00,am,3,C6,9:37:00,10:10:00,R,L,disassortative,CMY,Starch,CxS,0,Wes andMichael,NA,Michael,0:10:00,10.00,0:33:00,33.00
9/12/13,allRAL,10,matched,2,1,9:27:00,am,13,A1,9:46:00,10:01:00,R,L,disassortative,CMY,Starch,CxS,0,Wes andMichael,NA,Michael,0:19:00,19.00,0:15:00,15.00
9/12/13,allRAL,10,matched,2,2,9:22:00,am,3,A5,9:36:00,9:44:00,R,L,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Mike,0:14:00,14.00,0:08:00,8.00
9/12/13,allRAL,10,matched,2,2,9:22:00,am,4,A1,9:40:00,9:53:00,R,L,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Mike,0:18:00,18.00,0:13:00,13.00
9/12/13,allRAL,10,matched,2,2,9:22:00,am,6,B3,9:47:00,10:03:00,R,L,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Mike,0:25:00,25.00,0:16:00,16.00
9/12/13,allRAL,10,matched,2,1,9:27:00,am,4,A6,9:38:00,9:51:00,both mating assortative,,assortative,NA,NA,NA,1,Wes andMichael,NA,Michael,0:11:00,11.00,0:13:00,13.00
9/12/13,allRAL,10,matched,2,1,9:27:00,am,5,B3,9:41:00,9:57:00,L,R,disassortative,Starch,CMY,SxC,0,Wes andMichael,NA,Michael,0:14:00,14.00,0:16:00,16.00
9/12/13,allRAL,10,matched,2,1,9:27:00,am,9,B6,9:43:00,10:26:00,L,R,disassortative,Starch,CMY,SxC,0,Wes andMichael,NA,Michael,0:16:00,16.00,0:43:00,43.00
9/12/13,allRAL,10,matched,2,1,9:27:00,am,11,A5,9:45:00,10:01:00,L,R,disassortative,Starch,CMY,SxC,0,Wes andMichael,NA,Michael,0:18:00,18.00,0:16:00,16.00
9/12/13,allRAL,10,matched,2,2,9:22:00,am,1,A6,9:28:00,9:40:00,L,R,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Mike,0:06:00,6.00,0:12:00,12.00
9/12/13,allRAL,10,matched,2,2,9:22:00,am,2,A4,9:34:00,9:45:00,L,R,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Mike,0:12:00,12.00,0:11:00,11.00
9/12/13,allRAL,10,matched,2,2,9:22:00,am,8,B2,10:03:00,10:20:00,L,R,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Mike,0:41:00,41.00,0:17:00,17.00
9/12/13,allRAL,10,matched,2,1,9:27:00,am,1,C3,9:35:00,9:49:00,R,R,assortative,Starch,Starch,Starch,1,Wes andMichael,NA,Michael,0:08:00,8.00,0:14:00,14.00
9/12/13,allRAL,10,matched,2,1,9:27:00,am,7,C5,9:41:00,9:58:00,R,R,assortative,Starch,Starch,Starch,1,Wes andMichael,NA,Michael,0:14:00,14.00,0:17:00,17.00
9/12/13,allRAL,10,matched,2,1,9:27:00,am,14,D2,9:48:00,10:13:00,R,R,assortative,Starch,Starch,Starch,1,Wes andMichael,NA,Michael,0:21:00,21.00,0:25:00,25.00
9/12/13,allRAL,10,matched,2,2,9:22:00,am,5,B1,9:43:00,10:09:00,R,R,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Mike,0:21:00,21.00,0:26:00,26.00
9/12/13,allRAL,10,matched,2,2,9:22:00,am,9,A2,10:13:00,10:33:00,R,R,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Mike,0:51:00,51.00,0:20:00,20.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,8,B5,9:48:00,10:08:00,L,R,disassortative,Starch,CMY,SxC,0,Alex and Matt,NA,Alex,0:15:00,15.00,0:20:00,20.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,11,A5,9:54:00,10:10:00,L,R,disassortative,Starch,CMY,SxC,0,Alex and Matt,NA,Alex,0:21:00,21.00,0:16:00,16.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,12,C2,9:58:00,10:14:00,L,R,disassortative,Starch,CMY,SxC,0,Alex and Matt,NA,Alex,0:25:00,25.00,0:16:00,16.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,13,A2,10:02:00,10:13:00,L,R,disassortative,Starch,CMY,SxC,0,Alex and Matt,NA,Alex,0:29:00,29.00,0:11:00,11.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,1,D3,9:38:00,9:53:00,L,L,assortative,CMY,CMY,CMY,1,Alex and Matt,NA,Alex,0:05:00,5.00,0:15:00,15.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,6,D5,9:44:00,10:02:00,L,L,assortative,CMY,CMY,CMY,1,Alex and Matt,NA,Alex,0:11:00,11.00,0:18:00,18.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,16,A6,10:07:00,10:23:00,L,L,assortative,CMY,CMY,CMY,1,Alex and Matt,NA,Alex,0:34:00,34.00,0:16:00,16.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,17,D6,10:08:00,10:28:00,L,L,assortative,CMY,CMY,CMY,1,Alex and Matt,NA,Alex,0:35:00,35.00,0:20:00,20.00
9/12/13,Canton-S,20,matched,2,4,9:33:00,am,1,B2,9:53:00,10:16:00,L,L,assortative,CMY,CMY,CMY,1,Alex and Matt,NA,Matt,0:20:00,20.00,0:23:00,23.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,3,D2,9:41:00,9:54:00,R,L,disassortative,CMY,Starch,CxS,0,Alex and Matt,NA,Alex,0:08:00,8.00,0:13:00,13.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,5,B6,9:44:00,10:09:00,R,L,disassortative,CMY,Starch,CxS,0,Alex and Matt,NA,Alex,0:11:00,11.00,0:25:00,25.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,14,A3,10:05:00,10:28:00,R,L,disassortative,CMY,Starch,CxS,0,Alex and Matt,NA,Alex,0:32:00,32.00,0:23:00,23.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,19,C1,10:19:00,10:35:00,R,L,disassortative,CMY,Starch,CxS,0,Alex and Matt,NA,Alex,0:46:00,46.00,0:16:00,16.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,2,D4,9:40:00,9:59:00,R,R,assortative,Starch,Starch,Starch,1,Alex and Matt,NA,Alex,0:07:00,7.00,0:19:00,19.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,4,C4,9:43:00,9:55:00,R,R,assortative,Starch,Starch,Starch,1,Alex and Matt,NA,Alex,0:10:00,10.00,0:12:00,12.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,7,B4,9:46:00,10:10:00,R,R,assortative,Starch,Starch,Starch,1,Alex and Matt,NA,Alex,0:13:00,13.00,0:24:00,24.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,9,B2,9:48:00,10:02:00,R,R,assortative,Starch,Starch,Starch,1,Alex and Matt,NA,Alex,0:15:00,15.00,0:14:00,14.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,10,C5,9:52:00,10:14:00,R,R,assortative,Starch,Starch,Starch,1,Alex and Matt,NA,Alex,0:19:00,19.00,0:22:00,22.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,15,A1,10:06:00,10:23:00,R,R,assortative,Starch,Starch,Starch,1,Alex and Matt,NA,Alex,0:33:00,33.00,0:17:00,17.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,18,B1,10:13:00,10:32:00,R,R,assortative,Starch,Starch,Starch,1,Alex and Matt,NA,Alex,0:40:00,40.00,0:19:00,19.00
9/12/13,Canton-S,20,matched,2,3,9:33:00,am,20,A4,10:20:00,10:40:00,R,R,assortative,Starch,Starch,Starch,1,Alex and Matt,NA,Alex,0:47:00,47.00,0:20:00,20.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,7,B5,10:29:00,10:52:00,R,R,assortative,CMY,CMY,CMY,1,Alex and Michael,Ali and Wes,Ali,0:09:00,9.00,0:23:00,23.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,10,A3,10:35:00,10:52:00,R,R,assortative,CMY,CMY,CMY,1,Alex and Michael,Ali and Wes,Ali,0:15:00,15.00,0:17:00,17.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,18,B1,10:49:00,11:12:00,R,R,assortative,CMY,CMY,CMY,1,Alex and Michael,Ali and Wes,Ali,0:29:00,29.00,0:23:00,23.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,20,D3,10:49:00,11:09:00,R,R,assortative,CMY,CMY,CMY,1,Alex and Michael,Ali and Wes,Ali,0:29:00,29.00,0:20:00,20.00
9/19/13,allRAL,10,matched,1,2,10:21:00,am,7,C3,10:26:00,NA,R,R,assortative,CMY,CMY,CMY,1,Alex and Michael,Michael and Eamon,Wes and Michael,0:05:00,5.00,#VALUE!,#VALUE!
9/19/13,allRAL,10,matched,1,2,10:21:00,am,8,A3,10:27:00,10:49:00,R,R,assortative,CMY,CMY,CMY,1,Alex and Michael,Michael and Eamon,Wes and Michael,0:06:00,6.00,0:22:00,22.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,9,C4,10:39:00,10:56:00,R,R,assortative,CMY,CMY,CMY,1,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:08:00,8.00,0:17:00,17.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,11,C3,10:40:00,10:56:00,R,R,assortative,CMY,CMY,CMY,1,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:09:00,9.00,0:16:00,16.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,16,A3,10:48:00,11:03:00,R,R,assortative,CMY,CMY,CMY,1,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:17:00,17.00,0:15:00,15.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,17,D5,10:48:00,NA,R,R,assortative,CMY,CMY,CMY,1,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:17:00,17.00,#VALUE!,#VALUE!
9/19/13,allRAL,10,matched,1,3,10:31:00,am,22,B2,11:06:00,11:23:00,R,R,assortative,CMY,CMY,CMY,1,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:35:00,35.00,0:17:00,17.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,2,B3,10:45:00,11:04:00,R,R,assortative,CMY,CMY,CMY,1,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:24:00,24.00,0:19:00,19.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,3,C2,10:45:00,11:05:00,R,R,assortative,CMY,CMY,CMY,1,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:24:00,24.00,0:20:00,20.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,4,C4,10:26:00,10:41:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Michael,Ali and Wes,Ali,0:06:00,6.00,0:15:00,15.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,5,C1,10:27:00,10:44:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Michael,Ali and Wes,Ali,0:07:00,7.00,0:17:00,17.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,9,B2,10:30:00,10:55:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Michael,Ali and Wes,Ali,0:10:00,10.00,0:25:00,25.00
9/19/13,allRAL,10,matched,1,2,10:21:00,am,6,A6,10:26:00,10:44:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Michael,Michael and Eamon,Wes and Michael,0:05:00,5.00,0:18:00,18.00
9/19/13,allRAL,10,matched,1,2,10:21:00,am,11,C6,10:30:00,10:45:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Michael,Michael and Eamon,Wes and Michael,0:09:00,9.00,0:15:00,15.00
9/19/13,allRAL,10,matched,1,2,10:21:00,am,13,A1,10:35:00,10:55:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Michael,Michael and Eamon,Wes and Michael,0:14:00,14.00,0:20:00,20.00
9/19/13,allRAL,10,matched,1,2,10:21:00,am,14,B6,10:35:00,10:48:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Michael,Michael and Eamon,Wes and Michael,0:14:00,14.00,0:13:00,13.00
9/19/13,allRAL,10,matched,1,2,10:21:00,am,18,D4,10:51:00,11:03:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Michael,Michael and Eamon,Wes and Michael,0:30:00,30.00,0:12:00,12.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,1,A4,NA,10:51:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Kelsey,Michael and Eamon,Michael and Matt,#VALUE!,#VALUE!,#VALUE!,#VALUE!
9/19/13,allRAL,10,matched,1,3,10:31:00,am,3,A2,10:36:00,10:50:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:05:00,5.00,0:14:00,14.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,7,C2,10:36:00,10:51:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:05:00,5.00,0:15:00,15.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,12,C1,10:40:00,11:02:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:09:00,9.00,0:22:00,22.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,19,B6,10:49:00,10:02:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:18:00,18.00,23:13:00,13.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,20,D2,11:00:00,11:16:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:29:00,29.00,0:16:00,16.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,14,A1,10:57:00,11:16:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:36:00,36.00,0:19:00,19.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,17,C6,11:02:00,11:18:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:41:00,41.00,0:16:00,16.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,18,A2,11:02:00,11:17:00,L,R,disassortative,CMY,Starch,CxS,0,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:41:00,41.00,0:15:00,15.00
9/19/13,allRAL,10,matched,1,2,10:21:00,am,1,B5,NA,10:43:00,both mating disassortative,,disassortative,NA,NA,NA,0,Alex and Michael,Michael and Eamon,Wes and Michael,#VALUE!,#VALUE!,#VALUE!,#VALUE!
9/19/13,allRAL,10,matched,1,2,10:21:00,am,15,C4,10:35:00,10:53:00,both mating disassortative,,disassortative,NA,NA,NA,0,Alex and Michael,Michael and Eamon,Wes and Michael,0:14:00,14.00,0:18:00,18.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,15,B6,10:58:00,NA,both mating disassortative,,disassortative,NA,NA,NA,0,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:37:00,37.00,#VALUE!,#VALUE!
9/19/13,allRAL,10,matched,1,1,10:20:00,am,12,D1,10:35:00,10:52:00,both mating assortative,,assortative,NA,NA,NA,1,Alex and Michael,Ali and Wes,Ali,0:15:00,15.00,0:17:00,17.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,15,A3,10:38:00,10:56:00,both mating assortative,,assortative,NA,NA,NA,1,Alex and Michael,Ali and Wes,Ali,0:18:00,18.00,0:18:00,18.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,16,D2,10:40:00,10:55:00,R,L,disassortative,Starch,CMY,SxC,0,Alex and Michael,Ali and Wes,Ali,0:20:00,20.00,0:15:00,15.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,19,A6,10:49:00,11:07:00,R,L,disassortative,Starch,CMY,SxC,0,Alex and Michael,Ali and Wes,Ali,0:29:00,29.00,0:18:00,18.00
9/19/13,allRAL,10,matched,1,2,10:21:00,am,3,B4,NA,10:43:00,R,L,disassortative,Starch,CMY,SxC,0,Alex and Michael,Michael and Eamon,Wes and Michael,#VALUE!,#VALUE!,#VALUE!,#VALUE!
9/19/13,allRAL,10,matched,1,2,10:21:00,am,4,A5,NA,10:48:00,R,L,disassortative,Starch,CMY,SxC,0,Alex and Michael,Michael and Eamon,Wes and Michael,#VALUE!,#VALUE!,#VALUE!,#VALUE!
9/19/13,allRAL,10,matched,1,2,10:21:00,am,5,A1,10:26:00,11:00:00,R,L,disassortative,Starch,CMY,SxC,0,Alex and Michael,Michael and Eamon,Wes and Michael,0:05:00,5.00,0:34:00,34.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,5,A6,10:36:00,10:51:00,R,L,disassortative,Starch,CMY,SxC,0,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:05:00,5.00,0:15:00,15.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,13,C6,10:42:00,10:57:00,R,L,disassortative,Starch,CMY,SxC,0,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:11:00,11.00,0:15:00,15.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,18,A1,10:48:00,11:15:00,R,L,disassortative,Starch,CMY,SxC,0,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:17:00,17.00,0:27:00,27.00
9/19/13,allRAL,10,matched,1,3,10:31:00,am,23,C5,11:26:00,11:37:00,R,L,disassortative,Starch,CMY,SxC,0,Alex and Kelsey,Michael and Eamon,Michael and Matt,0:55:00,55.00,0:11:00,11.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,1,A4,10:45:00,NA,R,L,disassortative,Starch,CMY,SxC,0,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:24:00,24.00,#VALUE!,#VALUE!
9/19/13,allRAL,10,matched,1,4,10:21:00,am,12,B2,10:54:00,11:07:00,R,L,disassortative,Starch,CMY,SxC,0,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:33:00,33.00,0:13:00,13.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,13,A5,10:55:00,11:10:00,R,L,disassortative,Starch,CMY,SxC,0,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:34:00,34.00,0:15:00,15.00
9/19/13,allRAL,10,matched,1,4,10:21:00,am,16,D6,10:59:00,11:14:00,R,L,disassortative,Starch,CMY,SxC,0,Alex and Michael,Wes and Eamon,"Wes, Michael, then Eamon",0:38:00,38.00,0:15:00,15.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,1,B6,10:20:00,10:33:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Ali and Wes,Ali,0:00:00,0.00,0:13:00,13.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,2,D5,10:23:00,10:41:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Ali and Wes,Ali,0:03:00,3.00,0:18:00,18.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,3,C6,10:23:00,10:41:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Ali and Wes,Ali,0:03:00,3.00,0:18:00,18.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,6,C4,10:27:00,10:52:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Ali and Wes,Ali,0:07:00,7.00,0:25:00,25.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,8,B4,10:30:00,10:50:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Ali and Wes,Ali,0:10:00,10.00,0:20:00,20.00
9/19/13,allRAL,10,matched,1,1,10:20:00,am,11,D6,10:35:00,10:52:00,L,L,assortative,Starch,Starch,Starch,1,Alex and Michael,Ali and Wes,Ali,0:15:00,15.00,0:17:00,17.00
