date,genotype,Number of males held together before assay,Wing clipping pattern was matched within treatment or mismatched,"Week 1 set or week 2 set? (generation time is 2 weeks, so sets were staggered to have flies out each week)",Plate # within a batch,Assay start time,AM or PM?,Order of mating within a plate,Well position,Copulation initiation time (first pair to mate),Copulation end time (first pair to mate),Male wing clip  (first pair to mate),Female wing clip (first pair to mate),Mating pattern (first pair to mate),Treatment of first female to mate,Treatment of first male to mate,"Diet treatment of first mating pair, (female x male)",Binary: assortative or no?,Loader,Loader,Data recorder,Copulation latency,Latency as integer,Copulation duration,Duration as integer
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,8,D3,15:21:00,NA,L,L,assortative,CMY,CMY,CMY,1, Michael and Ali,NA,Michael,0:15:00,15.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,19,A6,15:52:00,NA,L,L,assortative,CMY,CMY,CMY,1, Michael and Ali,NA,Michael,0:46:00,46.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,5,D4,15:18:00,NA,R,L,disassortative,CMY,Starch,CxS,0, Michael and Ali,NA,Michael,0:12:00,12.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,6,D2,15:18:00,NA,R,L,disassortative,CMY,Starch,CxS,0, Michael and Ali,NA,Michael,0:12:00,12.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,9,B2,15:21:00,NA,R,L,disassortative,CMY,Starch,CxS,0, Michael and Ali,NA,Michael,0:15:00,15.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,10,B6,15:29:00,NA,R,L,disassortative,CMY,Starch,CxS,0, Michael and Ali,NA,Michael,0:23:00,23.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,11,B5,15:34:00,NA,R,L,disassortative,CMY,Starch,CxS,0, Michael and Ali,NA,Michael,0:28:00,28.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,13,C5,15:40:00,NA,R,L,disassortative,CMY,Starch,CxS,0, Michael and Ali,NA,Michael,0:34:00,34.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,14,A3,15:40:00,NA,R,L,disassortative,CMY,Starch,CxS,0, Michael and Ali,NA,Michael,0:34:00,34.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,15,C3,15:43:00,NA,R,L,disassortative,CMY,Starch,CxS,0, Michael and Ali,NA,Michael,0:37:00,37.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,16,A4,15:43:00,NA,R,L,disassortative,CMY,Starch,CxS,0, Michael and Ali,NA,Michael,0:37:00,37.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,17,B3,15:49:00,NA,R,L,disassortative,CMY,Starch,CxS,0, Michael and Ali,NA,Michael,0:43:00,43.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,1,A5,15:09:00,NA,L,R,disassortative,Starch,CMY,SxC,0, Michael and Ali,NA,Michael,0:03:00,3.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,3,C1,15:15:00,NA,L,R,disassortative,Starch,CMY,SxC,0, Michael and Ali,NA,Michael,0:09:00,9.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,4,B4,15:18:00,NA,L,R,disassortative,Starch,CMY,SxC,0, Michael and Ali,NA,Michael,0:12:00,12.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,18,A2,15:52:00,NA,L,R,disassortative,Starch,CMY,SxC,0, Michael and Ali,NA,Michael,0:46:00,46.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,20,A1,16:03:00,NA,L,R,disassortative,Starch,CMY,SxC,0, Michael and Ali,NA,Michael,0:57:00,57.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,7,D5,15:19:00,NA,R,R,assortative,Starch,Starch,Starch,1, Michael and Ali,NA,Michael,0:13:00,13.00,#VALUE!,#VALUE!
3/22/13,allRAL,10,matched,1,3,15:06:00,pm,12,C6,15:37:00,NA,R,R,assortative,Starch,Starch,Starch,1, Michael and Ali,NA,Michael,0:31:00,31.00,#VALUE!,#VALUE!
3/22/13,Canton-S,10,matched,1,2,10:11:00,am,2,D3,10:30:00,NA,L,R,disassortative,Starch,CMY,SxC,0, Michael and Mike,NA,Eamon,0:19:00,19.00,#VALUE!,#VALUE!
3/22/13,Canton-S,10,matched,1,2,10:11:00,am,7,B2,10:58:00,NA,L,R,disassortative,Starch,CMY,SxC,0, Michael and Mike,NA,Eamon,0:47:00,47.00,#VALUE!,#VALUE!
3/22/13,Canton-S,10,matched,1,2,10:11:00,am,4,A2,10:38:00,NA,L,L,assortative,CMY,CMY,CMY,1, Michael and Mike,NA,Eamon,0:27:00,27.00,#VALUE!,#VALUE!
3/22/13,Canton-S,10,matched,1,2,10:11:00,am,1,B5,10:24:00,NA,R,R,assortative,Starch,Starch,Starch,1, Michael and Mike,NA,Eamon,0:13:00,13.00,#VALUE!,#VALUE!
3/22/13,Canton-S,10,matched,1,2,10:11:00,am,3,A3,10:33:00,NA,R,R,assortative,Starch,Starch,Starch,1, Michael and Mike,NA,Eamon,0:22:00,22.00,#VALUE!,#VALUE!
3/22/13,Canton-S,10,matched,1,2,10:11:00,am,5,A6,10:39:00,NA,R,R,assortative,Starch,Starch,Starch,1, Michael and Mike,NA,Eamon,0:28:00,28.00,#VALUE!,#VALUE!
3/22/13,Canton-S,10,matched,1,2,10:11:00,am,6,B1,10:50:00,NA,R,R,assortative,Starch,Starch,Starch,1, Michael and Mike,NA,Eamon,0:39:00,39.00,#VALUE!,#VALUE!
3/22/13,Canton-S,10,matched,1,2,10:11:00,am,8,B6,11:02:00,NA,R,R,assortative,Starch,Starch,Starch,1, Michael and Mike,NA,Eamon,0:51:00,51.00,#VALUE!,#VALUE!
3/22/13,Canton-S,10,matched,1,2,10:11:00,am,9,C5,11:10:00,NA,R,R,assortative,Starch,Starch,Starch,1, Michael and Mike,NA,Eamon,0:59:00,59.00,#VALUE!,#VALUE!
9/5/13,allRAL,10,matched,1,1,10:45:00,am,6,A6,10:54:20,11:17:45,R,R,assortative,CMY,CMY,CMY,1,Ali and Michael,NA,Tom,0:09:20,9.33,0:23:25,23.42
9/5/13,allRAL,10,matched,1,1,10:45:00,am,8,C8,10:56:06,11:17:23,R,R,assortative,CMY,CMY,CMY,1,Ali and Michael,NA,Tom,0:11:06,11.10,0:21:17,21.28
9/5/13,allRAL,10,matched,1,1,10:45:00,am,13,B2,11:01:50,11:20:34,R,R,assortative,CMY,CMY,CMY,1,Ali and Michael,NA,Tom,0:16:50,16.83,0:18:44,18.73
9/5/13,allRAL,10,matched,1,1,10:45:00,am,15,C4,11:06:05,11:34:19,R,R,assortative,CMY,CMY,CMY,1,Ali and Michael,NA,Tom,0:21:05,21.08,0:28:14,28.23
9/5/13,allRAL,10,matched,1,2,10:54:00,am,5,D6,10:59:00,11:17:00,R,R,assortative,CMY,CMY,CMY,1,Ali and Michael,NA,Tom and Alex,0:05:00,5.00,0:18:00,18.00
9/5/13,allRAL,10,matched,1,2,10:54:00,am,7,A2,11:02:00,11:26:00,R,R,assortative,CMY,CMY,CMY,1,Ali and Michael,NA,Tom and Alex,0:08:00,8.00,0:24:00,24.00
9/5/13,allRAL,10,matched,1,2,10:54:00,am,15,A1,11:17:00,11:38:00,R,R,assortative,CMY,CMY,CMY,1,Ali and Michael,NA,Tom and Alex,0:23:00,23.00,0:21:00,21.00
9/5/13,allRAL,10,matched,1,2,10:54:00,am,17,C5,11:23:00,11:41:00,R,R,assortative,CMY,CMY,CMY,1,Ali and Michael,NA,Tom and Alex,0:29:00,29.00,0:18:00,18.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,16,A2,11:40:00,11:59:00,R,R,assortative,CMY,CMY,CMY,1,Ali and Michael,NA,Ali,0:38:00,38.00,0:19:00,19.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,20,D3,11:55:00,12:18:00,R,R,assortative,CMY,CMY,CMY,1,Ali and Michael,NA,Ali,0:53:00,53.00,0:23:00,23.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,8,D5,11:17:00,11:39:00,R,R,assortative,CMY,CMY,CMY,1,Ali and Michael,NA,Michael,0:08:00,8.00,0:22:00,22.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,11,D6,11:19:00,11:41:00,R,R,assortative,CMY,CMY,CMY,1,Ali and Michael,NA,Michael,0:10:00,10.00,0:22:00,22.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,18,C4,11:27:00,11:53:00,R,R,assortative,CMY,CMY,CMY,1,Ali and Michael,NA,Michael,0:18:00,18.00,0:26:00,26.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,19,A1,11:29:00,11:49:00,R,R,assortative,CMY,CMY,CMY,1,Ali and Michael,NA,Michael,0:20:00,20.00,0:20:00,20.00
9/5/13,allRAL,10,matched,1,1,10:45:00,am,5,B4,10:53:40,11:37:46,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Tom,0:08:40,8.67,0:44:06,44.10
9/5/13,allRAL,10,matched,1,1,10:45:00,am,16,B5,11:09:20,11:27:00,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Tom,0:24:20,24.33,0:17:40,17.67
9/5/13,allRAL,10,matched,1,1,10:45:00,am,17,D6,11:14:20,11:37:24,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Tom,0:29:20,29.33,0:23:04,23.07
9/5/13,allRAL,10,matched,1,2,10:54:00,am,1,C6,10:55:00,11:11:00,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Tom and Alex,0:01:00,1.00,0:16:00,16.00
9/5/13,allRAL,10,matched,1,2,10:54:00,am,11,C3,11:11:00,11:26:00,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Tom and Alex,0:17:00,17.00,0:15:00,15.00
9/5/13,allRAL,10,matched,1,2,10:54:00,am,13,C4,11:16:00,11:28:00,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Tom and Alex,0:22:00,22.00,0:12:00,12.00
9/5/13,allRAL,10,matched,1,2,10:54:00,am,16,C2,11:21:00,11:32:00,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Tom and Alex,0:27:00,27.00,0:11:00,11.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,2,C6,11:04:00,11:26:00,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Ali,0:02:00,2.00,0:22:00,22.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,3,A4,11:08:00,NA,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Ali,0:06:00,6.00,#VALUE!,#VALUE!
9/5/13,allRAL,10,matched,1,3,11:02:00,am,4,B2,11:08:00,11:26:00,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Ali,0:06:00,6.00,0:18:00,18.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,7,B3,11:19:00,11:35:00,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Ali,0:17:00,17.00,0:16:00,16.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,9,B4,11:21:00,11:42:00,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Ali,0:19:00,19.00,0:21:00,21.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,10,C2,11:23:00,11:40:00,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Ali,0:21:00,21.00,0:17:00,17.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,15,A6,11:39:00,NA,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Ali,0:37:00,37.00,#VALUE!,#VALUE!
9/5/13,allRAL,10,matched,1,4,11:09:00,am,2,NA ,11:12:00,11:35:00,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Michael,0:03:00,3.00,0:23:00,23.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,4,B3,11:13:00,11:38:00,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Michael,0:04:00,4.00,0:25:00,25.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,12,C5,11:19:00,11:47:00,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Michael,0:10:00,10.00,0:28:00,28.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,20,B5,11:53:00,12:17:00,L,R,disassortative,CMY,Starch,CxS,0,Ali and Michael,NA,Michael,0:44:00,44.00,0:24:00,24.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,5,C3,11:15:00,11:38:00,both mating disassortative,,disassortative,NA,NA,NA,0,Ali and Michael,NA,Michael,0:06:00,6.00,0:23:00,23.00
9/5/13,allRAL,10,matched,1,1,10:45:00,am,14,C1,11:04:08,11:27:17,both mating disassortative,,disassortative,NA,NA,NA,0,Ali and Michael,NA,Tom,0:19:08,19.13,0:23:09,23.15
9/5/13,allRAL,10,matched,1,3,11:02:00,am,6,A1,11:15:00,11:33:00,both mating assortative,,assortative,NA,NA,NA,1,Ali and Michael,NA,Ali,0:13:00,13.00,0:18:00,18.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,18,B2,11:48:00,12:14:00,both mating assortative,,assortative,NA,NA,NA,1,Ali and Michael,NA,Ali,0:46:00,46.00,0:26:00,26.00
9/5/13,allRAL,10,matched,1,1,10:45:00,am,4,C6,10:52:28,11:17:15,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Tom,0:07:28,7.47,0:24:47,24.78
9/5/13,allRAL,10,matched,1,1,10:45:00,am,7,A5,10:55:26,11:17:36,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Tom,0:10:26,10.43,0:22:10,22.17
9/5/13,allRAL,10,matched,1,1,10:45:00,am,10,D2,10:58:28,11:32:05,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Tom,0:13:28,13.47,0:33:37,33.62
9/5/13,allRAL,10,matched,1,1,10:45:00,am,11,D3,11:00:04,11:17:00,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Tom,0:15:04,15.07,0:16:56,16.93
9/5/13,allRAL,10,matched,1,1,10:45:00,am,18,A1,11:15:46,11:37:46,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Tom,0:30:46,30.77,0:22:00,22.00
9/5/13,allRAL,10,matched,1,1,10:45:00,am,19,B6,11:24:11,?? Marked as 11:49….unclear point of reference,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Tom,0:39:11,39.18,#VALUE!,#VALUE!
9/5/13,allRAL,10,matched,1,1,10:45:00,am,20,B3,11:26:27,11:41:56,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Tom,0:41:27,41.45,0:15:29,15.48
9/5/13,allRAL,10,matched,1,2,10:54:00,am,4,B4,10:58:00,11:17:00,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Tom and Alex,0:04:00,4.00,0:19:00,19.00
9/5/13,allRAL,10,matched,1,2,10:54:00,am,6,C6,11:02:00,11:17:00,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Tom and Alex,0:08:00,8.00,0:15:00,15.00
9/5/13,allRAL,10,matched,1,2,10:54:00,am,12,A4,11:11:00,11:28:00,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Tom and Alex,0:17:00,17.00,0:17:00,17.00
9/5/13,allRAL,10,matched,1,2,10:54:00,am,14,D5,11:16:00,11:41:00,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Tom and Alex,0:22:00,22.00,0:25:00,25.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,11,C4,11:23:00,11:43:00,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Ali,0:21:00,21.00,0:20:00,20.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,17,B5,11:43:00,11:53:00,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Ali,0:41:00,41.00,0:10:00,10.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,19,A5,11:52:00,12:17:00,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Ali,0:50:00,50.00,0:25:00,25.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,6,A4,11:16:00,11:47:00,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Michael,0:07:00,7.00,0:31:00,31.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,7,A5,11:17:00,11:55:00,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Michael,0:08:00,8.00,0:38:00,38.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,9,B6,11:19:00,11:41:00,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Michael,0:10:00,10.00,0:22:00,22.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,10,C6,11:19:00,11:51:00,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Michael,0:10:00,10.00,0:32:00,32.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,15,A3,11:20:00,11:38:00,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Michael,0:11:00,11.00,0:18:00,18.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,16,D2,11:23:00,11:44:00,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Michael,0:14:00,14.00,0:21:00,21.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,17,D3,11:24:00,11:52:00,R,L,disassortative,Starch,CMY,SxC,0,Ali and Michael,NA,Michael,0:15:00,15.00,0:28:00,28.00
9/5/13,allRAL,10,matched,1,1,10:45:00,am,1,D1,10:48:30,11:06:52,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Tom,0:03:30,3.50,0:18:22,18.37
9/5/13,allRAL,10,matched,1,1,10:45:00,am,2,D4,10:49:48,11:05:07,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Tom,0:04:48,4.80,0:15:19,15.32
9/5/13,allRAL,10,matched,1,1,10:45:00,am,3,B1,10:51:02,11:20:03,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Tom,0:06:02,6.03,0:29:01,29.02
9/5/13,allRAL,10,matched,1,1,10:45:00,am,12,A3,11:00:55,11:17:54,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Tom,0:15:55,15.92,0:16:59,16.98
9/5/13,allRAL,10,matched,1,2,10:54:00,am,2,B1,10:56:00,11:14:00,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Tom and Alex,0:02:00,2.00,0:18:00,18.00
9/5/13,allRAL,10,matched,1,2,10:54:00,am,3,D1,10:56:00,11:16:00,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Tom and Alex,0:02:00,2.00,0:20:00,20.00
9/5/13,allRAL,10,matched,1,2,10:54:00,am,8,A5,11:07:00,11:27:00,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Tom and Alex,0:13:00,13.00,0:20:00,20.00
9/5/13,allRAL,10,matched,1,2,10:54:00,am,9,A3,11:09:00,11:25:00,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Tom and Alex,0:15:00,15.00,0:16:00,16.00
9/5/13,allRAL,10,matched,1,2,10:54:00,am,10,B5,11:09:00,11:27:00,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Tom and Alex,0:15:00,15.00,0:18:00,18.00
9/5/13,allRAL,10,matched,1,2,10:54:00,am,18,C4,11:25:00,11:43:00,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Tom and Alex,0:31:00,31.00,0:18:00,18.00
9/5/13,allRAL,10,matched,1,2,10:54:00,am,19,B6,11:42:00,11:53:00,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Tom and Alex,0:48:00,48.00,0:11:00,11.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,1,C1,11:03:00,11:26:00,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Ali,0:01:00,1.00,0:23:00,23.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,5,B6,11:15:00,11:36:00,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Ali,0:13:00,13.00,0:21:00,21.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,8,D2,11:19:00,11:34:00,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Ali,0:17:00,17.00,0:15:00,15.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,12,D5,11:24:00,11:45:00,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Ali,0:22:00,22.00,0:21:00,21.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,13,C5,11:30:00,11:48:00,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Ali,0:28:00,28.00,0:18:00,18.00
9/5/13,allRAL,10,matched,1,3,11:02:00,am,14,C3,11:35:00,11:48:00,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Ali,0:33:00,33.00,0:13:00,13.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,1,C3,11:11:00,11:33:00,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Michael,0:02:00,2.00,0:22:00,22.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,3,D1,11:12:00,11:40:00,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Michael,0:03:00,3.00,0:28:00,28.00
9/5/13,allRAL,10,matched,1,4,11:09:00,am,13,C4,11:19:00,11:48:00,L,L,assortative,Starch,Starch,Starch,1,Ali and Michael,NA,Michael,0:10:00,10.00,0:29:00,29.00
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,18,A2,10:48:00,NA,R,L,disassortative,Starch,CMY,SxC,0,Michael and Ali,NA,Wes,0:33:00,33.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,8,D3,10:43:00,11:04:00,R,L,disassortative,Starch,CMY,SxC,0,Alex and Matt,NA,Matt,0:19:00,19.00,0:21:00,21.00
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,9,A4,10:46:00,11:10:00,R,L,disassortative,Starch,CMY,SxC,0,Alex and Matt,NA,Matt,0:22:00,22.00,0:24:00,24.00
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,17,C4,11:09:00,11:39:00,R,L,disassortative,Starch,CMY,SxC,0,Alex and Matt,NA,Matt,0:45:00,45.00,0:30:00,30.00
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,5,C1,10:34:00,10:55:00,R,L,disassortative,Starch,CMY,SxC,0,Michael and Ali,NA,Daniel,0:17:00,17.00,0:21:00,21.00
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,6,A4,10:35:00,10:39:00,R,L,disassortative,Starch,CMY,SxC,0,Michael and Ali,NA,Daniel,0:18:00,18.00,0:04:00,4.00
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,7,A6,10:42:00,11:00:00,R,L,disassortative,Starch,CMY,SxC,0,Michael and Ali,NA,Daniel,0:25:00,25.00,0:18:00,18.00
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,14,C5,11:03:00,NA,R,L,disassortative,Starch,CMY,SxC,0,Michael and Ali,NA,Daniel,0:46:00,46.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,17,C3,11:12:00,NA,R,L,disassortative,Starch,CMY,SxC,0,Michael and Ali,NA,Daniel,0:55:00,55.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,1,10:20:00,am,1,B5,10:26:00,10:39:00,R,R,assortative,CMY,CMY,CMY,1,Alex/Matt,NA,Alex,0:06:00,6.00,0:13:00,13.00
9/5/13,Canton-S,20,matched,1,1,10:20:00,am,2,B6,10:31:00,10:42:00,R,R,assortative,CMY,CMY,CMY,1,Alex/Matt,NA,Alex,0:11:00,11.00,0:11:00,11.00
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,15,C5,10:46:00,NA,R,R,assortative,CMY,CMY,CMY,1,Michael and Ali,NA,Wes,0:31:00,31.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,17,A1,10:48:00,NA,R,R,assortative,CMY,CMY,CMY,1,Michael and Ali,NA,Wes,0:33:00,33.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,19,A6,10:51:00,NA,R,R,assortative,CMY,CMY,CMY,1,Michael and Ali,NA,Wes,0:36:00,36.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,20,B3,11:03:00,NA,R,R,assortative,CMY,CMY,CMY,1,Michael and Ali,NA,Wes,0:48:00,48.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,1,B6,10:27:00,10:37:00,R,R,assortative,CMY,CMY,CMY,1,Alex and Matt,NA,Matt,0:03:00,3.00,0:10:00,10.00
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,3,C5,10:33:00,11:14:00,R,R,assortative,CMY,CMY,CMY,1,Alex and Matt,NA,Matt,0:09:00,9.00,0:41:00,41.00
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,11,D4,10:52:00,11:09:00,R,R,assortative,CMY,CMY,CMY,1,Alex and Matt,NA,Matt,0:28:00,28.00,0:17:00,17.00
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,13,B3,10:56:00,11:14:00,R,R,assortative,CMY,CMY,CMY,1,Alex and Matt,NA,Matt,0:32:00,32.00,0:18:00,18.00
9/5/13,Canton-S,20,matched,1,3,10:24:00,am,16,C1,11:02:00,11:21:00,R,R,assortative,CMY,CMY,CMY,1,Alex and Matt,NA,Matt,0:38:00,38.00,0:19:00,19.00
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,4,D4,NA,NA,R,R,assortative,CMY,CMY,CMY,1,Michael and Ali,NA,Daniel,#VALUE!,#VALUE!,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,8,A1,10:44:00,NA,R,R,assortative,CMY,CMY,CMY,1,Michael and Ali,NA,Daniel,0:27:00,27.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,10,D2,10:48:00,NA,R,R,assortative,CMY,CMY,CMY,1,Michael and Ali,NA,Daniel,0:31:00,31.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,4,10:17:00,am,12,A3,10:52:00,11:11:00,R,R,assortative,CMY,CMY,CMY,1,Michael and Ali,NA,Daniel,0:35:00,35.00,0:19:00,19.00
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,8,D2,10:34:00,NA,L,R,disassortative,CMY,Starch,CxS,0,Michael and Ali,NA,Wes,0:19:00,19.00,#VALUE!,#VALUE!
9/5/13,Canton-S,20,matched,1,2,10:15:00,am,9,D5,10:35:00,11:08:00,L,R,disassortative,CMY,Starch,CxS,0,Michael and Ali,NA,Wes,0:20:00,20.00,0:33:00,33.00
