date,genotype,male treatment,3-way mating pattern,population,plate #,order,male,female,mating pattern,"diet treatment of pair, F xM FOR DISASSORT",FEMALE DIET ,MALE DIET,binary,CL,CD
3/14/2013,All ral,10,4way,2,1,NA,R,R,assortative,CMY,CMY,CMY,1,12,4
3/14/2013,All ral,10,4way,2,1,NA,R,R,assortative,CMY,CMY,CMY,1,12,9
3/14/2013,All ral,10,4way,2,1,NA,R,R,assortative,CMY,CMY,CMY,1,16,8
3/14/2013,All ral,10,4way,2,1,NA,R,R,assortative,CMY,CMY,CMY,1,16,4
3/14/2013,All ral,10,4way,2,1,NA,R,R,assortative,CMY,CMY,CMY,1,16,4
3/14/2013,All ral,10,4way,2,1,NA,R,R,assortative,CMY,CMY,CMY,1,24,4
3/14/2013,All ral,10,4way,2,2,NA,R,R,assortative,CMY,CMY,CMY,1,27,15
3/14/2013,All ral,10,4way,2,3,NA,R,R,assortative,CMY,CMY,CMY,1,21,NA
3/14/2013,All ral,10,4way,2,3,NA,R,R,assortative,CMY,CMY,CMY,1,52,NA
3/14/2013,All ral,10,4way,2,3,NA,R,R,assortative,CMY,CMY,CMY,1,22,NA
3/14/2013,All ral,10,4way,2,3,NA,R,R,assortative,CMY,CMY,CMY,1,14,NA
3/14/2013,All ral,10,4way,2,3,NA,R,R,assortative,CMY,CMY,CMY,1,43,NA
3/14/2013,All ral,10,4way,2,3,NA,R,R,assortative,CMY,CMY,CMY,1,8,NA
3/14/2013,All ral,10,4way,2,3,NA,R,R,assortative,CMY,CMY,CMY,1,24,NA
3/14/2013,All ral,10,4way,2,3,NA,R,R,assortative,CMY,CMY,CMY,1,25,NA
3/14/2013,All ral,10,4way,2,3,NA,R,R,assortative,CMY,CMY,CMY,1,14,NA
3/14/2013,All ral,10,4way,2,4,NA,R,R,assortative,CMY,CMY,CMY,1,12,NA
3/14/2013,All ral,10,4way,2,4,NA,R,R,assortative,CMY,CMY,CMY,1,23,4
3/14/2013,All ral,10,4way,2,4,NA,R,R,assortative,CMY,CMY,CMY,1,23,4
3/14/2013,All ral,10,4way,2,4,NA,R,R,assortative,CMY,CMY,CMY,1,32,4
3/21/2013,All ral,10,4way,1,1,11,L,L,assortative,CMY,CMY,CMY,1,13,NA
3/21/2013,All ral,10,4way,1,1,17,L,L,assortative,CMY,CMY,CMY,1,21,NA
3/21/2013,All ral,10,4way,1,3,3,L,L,assortative,CMY,CMY,CMY,1,10,NA
3/21/2013,All ral,10,4way,1,3,7,L,L,assortative,CMY,CMY,CMY,1,26,NA
3/21/2013,All ral,10,4way,1,3,9,L,L,assortative,CMY,CMY,CMY,1,37,NA
3/22/2013,All ral,10,4way,1,1,4,L,L,assortative,CMY,CMY,CMY,1,7,NA
3/22/2013,All ral,10,4way,1,1,6,L,L,assortative,CMY,CMY,CMY,1,8,NA
3/22/2013,All ral,10,4way,1,1,7,L,L,assortative,CMY,CMY,CMY,1,9,NA
3/22/2013,All ral,10,4way,1,1,8,L,L,assortative,CMY,CMY,CMY,1,9,NA
3/22/2013,All ral,10,4way,1,1,11,L,L,assortative,CMY,CMY,CMY,1,12,NA
3/22/2013,All ral,10,4way,1,1,16,L,L,assortative,CMY,CMY,CMY,1,18,NA
3/22/2013,All ral,10,4way,1,1,17,L,L,assortative,CMY,CMY,CMY,1,19,NA
3/22/2013,All ral,10,4way,1,1,22,L,L,assortative,CMY,CMY,CMY,1,27,NA
3/22/2013,All ral,10,4way,1,3,2,L,L,assortative,CMY,CMY,CMY,1,8,NA
3/22/2013,All ral,10,4way,1,3,8,L,L,assortative,CMY,CMY,CMY,1,15,NA
3/22/2013,All ral,10,4way,1,3,19,L,L,assortative,CMY,CMY,CMY,1,46,NA
9/5/2013,All ral,10,4way,1,1,6,R,R,assortative,CMY,CMY,CMY,1,9.3,23.4
9/5/2013,All ral,10,4way,1,1,8,R,R,assortative,CMY,CMY,CMY,1,11.1,21.3
9/5/2013,All ral,10,4way,1,1,13,R,R,assortative,CMY,CMY,CMY,1,16.8,18.7
9/5/2013,All ral,10,4way,1,1,15,R,R,assortative,CMY,CMY,CMY,1,21.1,28.2
9/5/2013,All ral,10,4way,1,2,5,R,R,assortative,CMY,CMY,CMY,1,5,18
9/5/2013,All ral,10,4way,1,2,7,R,R,assortative,CMY,CMY,CMY,1,8,24
9/5/2013,All ral,10,4way,1,2,15,R,R,assortative,CMY,CMY,CMY,1,23,21
9/5/2013,All ral,10,4way,1,2,17,R,R,assortative,CMY,CMY,CMY,1,29,18
9/5/2013,All ral,10,4way,1,3,16,R,R,assortative,CMY,CMY,CMY,1,38,19
9/5/2013,All ral,10,4way,1,3,20,R,R,assortative,CMY,CMY,CMY,1,53,23
9/5/2013,All ral,10,4way,1,4,8,R,R,assortative,CMY,CMY,CMY,1,8,22
9/5/2013,All ral,10,4way,1,4,11,R,R,assortative,CMY,CMY,CMY,1,10,22
9/5/2013,All ral,10,4way,1,4,18,R,R,assortative,CMY,CMY,CMY,1,18,26
9/5/2013,All ral,10,4way,1,4,19,R,R,assortative,CMY,CMY,CMY,1,20,20
9/12/2013,All ral,10,4way,2,1,6,L,L,assortative,CMY,CMY,CMY,1,14,19
9/12/2013,All ral,10,4way,2,1,12,L,L,assortative,CMY,CMY,CMY,1,18,30
9/12/2013,All ral,10,4way,2,1,15,L,L,assortative,CMY,CMY,CMY,1,28,18
9/12/2013,All ral,10,4way,2,2,7,L,L,assortative,CMY,CMY,CMY,1,29,12
9/19/2013,All ral,10,4way,1,1,7,R,R,assortative,CMY,CMY,CMY,1,9,23
9/19/2013,All ral,10,4way,1,1,10,R,R,assortative,CMY,CMY,CMY,1,15,17
9/19/2013,All ral,10,4way,1,1,18,R,R,assortative,CMY,CMY,CMY,1,29,23
9/19/2013,All ral,10,4way,1,1,20,R,R,assortative,CMY,CMY,CMY,1,29,20
9/19/2013,All ral,10,4way,1,2,7,R,R,assortative,CMY,CMY,CMY,1,5,NA
9/19/2013,All ral,10,4way,1,2,8,R,R,assortative,CMY,CMY,CMY,1,6,22
9/19/2013,All ral,10,4way,1,3,9,R,R,assortative,CMY,CMY,CMY,1,8,17
9/19/2013,All ral,10,4way,1,3,11,R,R,assortative,CMY,CMY,CMY,1,9,16
9/19/2013,All ral,10,4way,1,3,16,R,R,assortative,CMY,CMY,CMY,1,17,15
9/19/2013,All ral,10,4way,1,3,17,R,R,assortative,CMY,CMY,CMY,1,17,NA
9/19/2013,All ral,10,4way,1,3,22,R,R,assortative,CMY,CMY,CMY,1,35,17
9/19/2013,All ral,10,4way,1,4,2,R,R,assortative,CMY,CMY,CMY,1,24,19
9/19/2013,All ral,10,4way,1,4,3,R,R,assortative,CMY,CMY,CMY,1,24,20
3/14/2013,All ral,10,4way,2,1,NA,L,R,disassortative,C xS,CMY,Starch,0,8,4
3/14/2013,All ral,10,4way,2,1,NA,L,R,disassortative,C xS,CMY,Starch,0,16,4
3/14/2013,All ral,10,4way,2,1,NA,L,R,disassortative,C xS,CMY,Starch,0,20,8
3/14/2013,All ral,10,4way,2,1,NA,L,R,disassortative,C xS,CMY,Starch,0,28,4
3/14/2013,All ral,10,4way,2,1,NA,L,R,disassortative,C xS,CMY,Starch,0,28,4
3/14/2013,All ral,10,4way,2,1,NA,L,R,disassortative,C xS,CMY,Starch,0,32,8
3/14/2013,All ral,10,4way,2,1,NA,L,R,disassortative,C xS,CMY,Starch,0,44,4
3/14/2013,All ral,10,4way,2,2,NA,L,R,disassortative,C xS,CMY,Starch,0,12,7
3/14/2013,All ral,10,4way,2,2,NA,L,R,disassortative,C xS,CMY,Starch,0,20,NA
3/14/2013,All ral,10,4way,2,3,NA,L,R,disassortative,C xS,CMY,Starch,0,21,NA
3/14/2013,All ral,10,4way,2,3,NA,L,R,disassortative,C xS,CMY,Starch,0,36,NA
3/21/2013,All ral,10,4way,1,3,1,R, L,disassortative,C xS,CMY,Starch,0,6,NA
3/21/2013,All ral,10,4way,1,3,5,R, L,disassortative,C xS,CMY,Starch,0,15,NA
3/21/2013,All ral,10,4way,1,1,6,R,L,disassortative,C xS,CMY,Starch,0,9,NA
3/21/2013,All ral,10,4way,1,1,13,R,L,disassortative,C xS,CMY,Starch,0,14,NA
3/21/2013,All ral,10,4way,1,1,19,R,L,disassortative,C xS,CMY,Starch,0,38,NA
3/22/2013,All ral,10,4way,1,1,1,R,L,disassortative,C xS,CMY,Starch,0,3,NA
3/22/2013,All ral,10,4way,1,1,9,R,L,disassortative,C xS,CMY,Starch,0,10,NA
3/22/2013,All ral,10,4way,1,1,15,R,L,disassortative,C xS,CMY,Starch,0,17,NA
3/22/2013,All ral,10,4way,1,1,19,R,L,disassortative,C xS,CMY,Starch,0,24,NA
3/22/2013,All ral,10,4way,1,1,20,R,L,disassortative,C xS,CMY,Starch,0,24,NA
3/22/2013,All ral,10,4way,1,3,5,R,L,disassortative,C xS,CMY,Starch,0,12,NA
3/22/2013,All ral,10,4way,1,3,6,R,L,disassortative,C xS,CMY,Starch,0,12,NA
3/22/2013,All ral,10,4way,1,3,9,R,L,disassortative,C xS,CMY,Starch,0,15,NA
3/22/2013,All ral,10,4way,1,3,10,R,L,disassortative,C xS,CMY,Starch,0,23,NA
3/22/2013,All ral,10,4way,1,3,11,R,L,disassortative,C xS,CMY,Starch,0,28,NA
3/22/2013,All ral,10,4way,1,3,13,R,L,disassortative,C xS,CMY,Starch,0,34,NA
3/22/2013,All ral,10,4way,1,3,14,R,L,disassortative,C xS,CMY,Starch,0,34,NA
3/22/2013,All ral,10,4way,1,3,15,R,L,disassortative,C xS,CMY,Starch,0,37,NA
3/22/2013,All ral,10,4way,1,3,16,R,L,disassortative,C xS,CMY,Starch,0,37,NA
3/22/2013,All ral,10,4way,1,3,17,R,L,disassortative,C xS,CMY,Starch,0,43,NA
9/5/2013,All ral,10,4way,1,1,5,L,R,disassortative,C xS,CMY,Starch,0,8.7,44.1
9/5/2013,All ral,10,4way,1,1,16,L,R,disassortative,C xS,CMY,Starch,0,24.3,17.7
9/5/2013,All ral,10,4way,1,1,17,L,R,disassortative,C xS,CMY,Starch,0,29.3,23.1
9/5/2013,All ral,10,4way,1,2,1,L,R,disassortative,C xS,CMY,Starch,0,1,16
9/5/2013,All ral,10,4way,1,2,11,L,R,disassortative,C xS,CMY,Starch,0,17,15
9/5/2013,All ral,10,4way,1,2,13,L,R,disassortative,C xS,CMY,Starch,0,22,12
9/5/2013,All ral,10,4way,1,2,16,L,R,disassortative,C xS,CMY,Starch,0,27,11
9/5/2013,All ral,10,4way,1,3,2,L,R,disassortative,C xS,CMY,Starch,0,2,22
9/5/2013,All ral,10,4way,1,3,3,L,R,disassortative,C xS,CMY,Starch,0,6,NA
9/5/2013,All ral,10,4way,1,3,4,L,R,disassortative,C xS,CMY,Starch,0,6,18
9/5/2013,All ral,10,4way,1,3,7,L,R,disassortative,C xS,CMY,Starch,0,17,16
9/5/2013,All ral,10,4way,1,3,9,L,R,disassortative,C xS,CMY,Starch,0,19,21
9/5/2013,All ral,10,4way,1,3,10,L,R,disassortative,C xS,CMY,Starch,0,21,17
9/5/2013,All ral,10,4way,1,3,15,L,R,disassortative,C xS,CMY,Starch,0,37,NA
9/5/2013,All ral,10,4way,1,4,2,L,R,disassortative,C xS,CMY,Starch,0,3,23
9/5/2013,All ral,10,4way,1,4,4,L,R,disassortative,C xS,CMY,Starch,0,4,25
9/5/2013,All ral,10,4way,1,4,12,L,R,disassortative,C xS,CMY,Starch,0,10,28
9/5/2013,All ral,10,4way,1,4,20,L,R,disassortative,C xS,CMY,Starch,0,44,24
9/12/2013,All ral,10,4way,2,1,2,R,L,disassortative,C xS,CMY,Starch,0,8,15
9/12/2013,All ral,10,4way,2,1,3,R,L,disassortative,C xS,CMY,Starch,0,10,33
9/12/2013,All ral,10,4way,2,1,13,R,L,disassortative,C xS,CMY,Starch,0,19,15
9/12/2013,All ral,10,4way,2,2,3,R,L,disassortative,C xS,CMY,Starch,0,14,8
9/12/2013,All ral,10,4way,2,2,4,R,L,disassortative,C xS,CMY,Starch,0,18,13
9/12/2013,All ral,10,4way,2,2,6,R,L,disassortative,C xS,CMY,Starch,0,25,16
9/19/2013,All ral,10,4way,1,1,4,L,R,disassortative,C xS,CMY,Starch,0,6,15
9/19/2013,All ral,10,4way,1,1,5,L,R,disassortative,C xS,CMY,Starch,0,7,17
9/19/2013,All ral,10,4way,1,1,9,L,R,disassortative,C xS,CMY,Starch,0,10,25
9/19/2013,All ral,10,4way,1,2,6,L,R,disassortative,C xS,CMY,Starch,0,5,18
9/19/2013,All ral,10,4way,1,2,11,L,R,disassortative,C xS,CMY,Starch,0,9,15
9/19/2013,All ral,10,4way,1,2,13,L,R,disassortative,C xS,CMY,Starch,0,14,20
9/19/2013,All ral,10,4way,1,2,14,L,R,disassortative,C xS,CMY,Starch,0,14,13
9/19/2013,All ral,10,4way,1,2,18,L,R,disassortative,C xS,CMY,Starch,0,30,12
9/19/2013,All ral,10,4way,1,3,1,L,R,disassortative,C xS,CMY,Starch,0,NA,NA
9/19/2013,All ral,10,4way,1,3,3,L,R,disassortative,C xS,CMY,Starch,0,5,14
9/19/2013,All ral,10,4way,1,3,7,L,R,disassortative,C xS,CMY,Starch,0,5,15
9/19/2013,All ral,10,4way,1,3,12,L,R,disassortative,C xS,CMY,Starch,0,9,22
9/19/2013,All ral,10,4way,1,3,19,L,R,disassortative,C xS,CMY,Starch,0,18,NA
9/19/2013,All ral,10,4way,1,3,20,L,R,disassortative,C xS,CMY,Starch,0,29,16
9/19/2013,All ral,10,4way,1,4,14,L,R,disassortative,C xS,CMY,Starch,0,36,19
9/19/2013,All ral,10,4way,1,4,17,L,R,disassortative,C xS,CMY,Starch,0,41,16
9/19/2013,All ral,10,4way,1,4,18,L,R,disassortative,C xS,CMY,Starch,0,41,15
3/14/2013,All ral,10,4way,2,1,NA,both mating assortative,,assortative,NA,NA,NA,1,16,8
3/14/2013,All ral,10,4way,2,2,NA,both mating assortative,,assortative,NA,NA,NA,1,20,NA
9/5/2013,All ral,10,4way,1,4,5,both mate disassortative,,disassortative,NA,NA,NA,0,6,23
9/5/2013,All ral,10,4way,1,1,14,both mating disassortative,,disassortative,NA,NA,NA,0,19.1,23.2
9/5/2013,All ral,10,4way,1,3,6,both mating assortative,,assortative,NA,NA,NA,1,13,18
9/5/2013,All ral,10,4way,1,3,18,both mating assortative,,assortative,NA,NA,NA,1,46,26
9/12/2013,All ral,10,4way,2,1,4,both mating LL and RR,,assortative,NA,NA,NA,1,11,13
9/19/2013,All ral,10,4way,1,2,1,both mating disassortative,,disassortative,NA,NA,NA,0,NA,NA
9/19/2013,All ral,10,4way,1,2,15,both mating disassortative,,disassortative,NA,NA,NA,0,14,18
9/19/2013,All ral,10,4way,1,4,15,both mating disassortative,,disassortative,NA,NA,NA,0,37,NA
9/19/2013,All ral,10,4way,1,1,12,both mating assortative,,assortative,NA,NA,NA,1,15,17
9/19/2013,All ral,10,4way,1,1,15,both mating assortative,,assortative,NA,NA,NA,1,18,18
3/14/2013,All ral,10,4way,2,1,NA,R,L,disassortative,S x C,Starch,CMY,0,20,8
3/14/2013,All ral,10,4way,2,1,NA,R,L,disassortative,S x C,Starch,CMY,0,20,8
3/14/2013,All ral,10,4way,2,1,NA,R,L,disassortative,S x C,Starch,CMY,0,24,4
3/14/2013,All ral,10,4way,2,1,NA,R,L,disassortative,S x C,Starch,CMY,0,28,4
3/14/2013,All ral,10,4way,2,1,NA,R,L,disassortative,S x C,Starch,CMY,0,32,8
3/14/2013,All ral,10,4way,2,2,NA,R,L,disassortative,S x C,Starch,CMY,0,37,NA
3/14/2013,All ral,10,4way,2,3,NA,R,L,disassortative,S x C,Starch,CMY,0,16,NA
3/14/2013,All ral,10,4way,2,3,NA,R,L,disassortative,S x C,Starch,CMY,0,21,NA
3/14/2013,All ral,10,4way,2,3,NA,R,L,disassortative,S x C,Starch,CMY,0,15,NA
3/14/2013,All ral,10,4way,2,3,NA,R,L,disassortative,S x C,Starch,CMY,0,8,NA
3/14/2013,All ral,10,4way,2,4,NA,R,L,disassortative,S x C,Starch,CMY,0,16,28
3/14/2013,All ral,10,4way,2,4,NA,R,L,disassortative,S x C,Starch,CMY,0,35,4
3/21/2013,All ral,10,4way,1,1,1,L,R,disassortative,S x C,Starch,CMY,0,3,NA
3/21/2013,All ral,10,4way,1,1,2,L,R,disassortative,S x C,Starch,CMY,0,5,NA
3/21/2013,All ral,10,4way,1,1,5,L,R,disassortative,S x C,Starch,CMY,0,7,NA
3/21/2013,All ral,10,4way,1,1,7,L,R,disassortative,S x C,Starch,CMY,0,10,NA
3/21/2013,All ral,10,4way,1,1,15,L,R,disassortative,S x C,Starch,CMY,0,17,NA
3/21/2013,All ral,10,4way,1,1,18,L,R,disassortative,S x C,Starch,CMY,0,29,NA
3/21/2013,All ral,10,4way,1,3,6,L,R,disassortative,S x C,Starch,CMY,0,17,NA
3/22/2013,All ral,10,4way,1,1,5,L,R,disassortative,S x C,Starch,CMY,0,8,NA
3/22/2013,All ral,10,4way,1,1,12,L,R,disassortative,S x C,Starch,CMY,0,14,NA
3/22/2013,All ral,10,4way,1,1,13,L,R,disassortative,S x C,Starch,CMY,0,15,NA
3/22/2013,All ral,10,4way,1,1,18,L,R,disassortative,S x C,Starch,CMY,0,21,NA
3/22/2013,All ral,10,4way,1,3,1,L,R,disassortative,S x C,Starch,CMY,0,3,NA
3/22/2013,All ral,10,4way,1,3,3,L,R,disassortative,S x C,Starch,CMY,0,9,NA
3/22/2013,All ral,10,4way,1,3,4,L,R,disassortative,S x C,Starch,CMY,0,12,NA
3/22/2013,All ral,10,4way,1,3,18,L,R,disassortative,S x C,Starch,CMY,0,46,NA
3/22/2013,All ral,10,4way,1,3,20,L,R,disassortative,S x C,Starch,CMY,0,57,NA
9/5/2013,All ral,10,4way,1,1,4,R,L,disassortative,S x C,Starch,CMY,0,7.5,24.8
9/5/2013,All ral,10,4way,1,1,7,R,L,disassortative,S x C,Starch,CMY,0,10.4,22.2
9/5/2013,All ral,10,4way,1,1,10,R,L,disassortative,S x C,Starch,CMY,0,13.5,33.6
9/5/2013,All ral,10,4way,1,1,11,R,L,disassortative,S x C,Starch,CMY,0,15.1,16.9
9/5/2013,All ral,10,4way,1,1,18,R,L,disassortative,S x C,Starch,CMY,0,30.8,22
9/5/2013,All ral,10,4way,1,1,19,R,L,disassortative,S x C,Starch,CMY,0,39.2,NA
9/5/2013,All ral,10,4way,1,1,20,R,L,disassortative,S x C,Starch,CMY,0,41.5,15.5
9/5/2013,All ral,10,4way,1,2,4,R,L,disassortative,S x C,Starch,CMY,0,4,19
9/5/2013,All ral,10,4way,1,2,6,R,L,disassortative,S x C,Starch,CMY,0,8,15
9/5/2013,All ral,10,4way,1,2,12,R,L,disassortative,S x C,Starch,CMY,0,17,17
9/5/2013,All ral,10,4way,1,2,14,R,L,disassortative,S x C,Starch,CMY,0,22,25
9/5/2013,All ral,10,4way,1,3,11,R,L,disassortative,S x C,Starch,CMY,0,21,20
9/5/2013,All ral,10,4way,1,3,17,R,L,disassortative,S x C,Starch,CMY,0,41,10
9/5/2013,All ral,10,4way,1,3,19,R,L,disassortative,S x C,Starch,CMY,0,50,25
9/5/2013,All ral,10,4way,1,4,6,R,L,disassortative,S x C,Starch,CMY,0,7,31
9/5/2013,All ral,10,4way,1,4,7,R,L,disassortative,S x C,Starch,CMY,0,8,38
9/5/2013,All ral,10,4way,1,4,9,R,L,disassortative,S x C,Starch,CMY,0,10,22
9/5/2013,All ral,10,4way,1,4,10,R,L,disassortative,S x C,Starch,CMY,0,10,32
9/5/2013,All ral,10,4way,1,4,15,R,L,disassortative,S x C,Starch,CMY,0,11,18
9/5/2013,All ral,10,4way,1,4,16,R,L,disassortative,S x C,Starch,CMY,0,14,21
9/5/2013,All ral,10,4way,1,4,17,R,L,disassortative,S x C,Starch,CMY,0,15,28
9/12/2013,All ral,10,4way,2,1,5,L,R,disassortative,S x C,Starch,CMY,0,14,16
9/12/2013,All ral,10,4way,2,1,9,L,R,disassortative,S x C,Starch,CMY,0,16,43
9/12/2013,All ral,10,4way,2,1,11,L,R,disassortative,S x C,Starch,CMY,0,18,16
9/12/2013,All ral,10,4way,2,2,1,L,R,disassortative,S x C,Starch,CMY,0,6,12
9/12/2013,All ral,10,4way,2,2,2,L,R,disassortative,S x C,Starch,CMY,0,12,11
9/12/2013,All ral,10,4way,2,2,8,L,R,disassortative,S x C,Starch,CMY,0,41,17
9/19/2013,All ral,10,4way,1,1,16,R,L,disassortative,S x C,Starch,CMY,0,20,15
9/19/2013,All ral,10,4way,1,1,19,R,L,disassortative,S x C,Starch,CMY,0,29,18
9/19/2013,All ral,10,4way,1,2,3,R,L,disassortative,S x C,Starch,CMY,0,NA,NA
9/19/2013,All ral,10,4way,1,2,4,R,L,disassortative,S x C,Starch,CMY,0,NA,NA
9/19/2013,All ral,10,4way,1,2,5,R,L,disassortative,S x C,Starch,CMY,0,5,34
9/19/2013,All ral,10,4way,1,3,5,R,L,disassortative,S x C,Starch,CMY,0,5,15
9/19/2013,All ral,10,4way,1,3,13,R,L,disassortative,S x C,Starch,CMY,0,11,15
9/19/2013,All ral,10,4way,1,3,18,R,L,disassortative,S x C,Starch,CMY,0,17,27
9/19/2013,All ral,10,4way,1,3,23,R,L,disassortative,S x C,Starch,CMY,0,55,11
9/19/2013,All ral,10,4way,1,4,1,R,L,disassortative,S x C,Starch,CMY,0,24,NA
9/19/2013,All ral,10,4way,1,4,12,R,L,disassortative,S x C,Starch,CMY,0,33,13
9/19/2013,All ral,10,4way,1,4,13,R,L,disassortative,S x C,Starch,CMY,0,34,15
9/19/2013,All ral,10,4way,1,4,16,R,L,disassortative,S x C,Starch,CMY,0,38,15
3/14/2013,All ral,10,4way,2,1,NA,L,L,assortative,Starch,Starch,Starch,1,32,8
3/14/2013,All ral,10,4way,2,2,NA,L,L,assortative,Starch,Starch,Starch,1,21,4
3/14/2013,All ral,10,4way,2,2,NA,L,L,assortative,Starch,Starch,Starch,1,47,NA
3/14/2013,All ral,10,4way,2,2,NA,L,L,assortative,Starch,Starch,Starch,1,26,NA
3/14/2013,All ral,10,4way,2,2,NA,L,L,assortative,Starch,Starch,Starch,1,31,19
3/14/2013,All ral,10,4way,2,2,NA,L,L,assortative,Starch,Starch,Starch,1,36,NA
3/14/2013,All ral,10,4way,2,3,NA,L,L,assortative,Starch,Starch,Starch,1,17,NA
3/14/2013,All ral,10,4way,2,3,NA,L,L,assortative,Starch,Starch,Starch,1,14,NA
3/14/2013,All ral,10,4way,2,3,NA,L,L,assortative,Starch,Starch,Starch,1,8,NA
3/14/2013,All ral,10,4way,2,3,NA,L,L,assortative,Starch,Starch,Starch,1,47,NA
3/14/2013,All ral,10,4way,2,4,NA,L,L,assortative,Starch,Starch,Starch,1,12,NA
3/14/2013,All ral,10,4way,2,4,NA,L,L,assortative,Starch,Starch,Starch,1,23,4
3/21/2013,All ral,10,4way,1,1,3,R,R,assortative,Starch,Starch,Starch,1,6,NA
3/21/2013,All ral,10,4way,1,1,4,R,R,assortative,Starch,Starch,Starch,1,7,NA
3/21/2013,All ral,10,4way,1,1,8,R,R,assortative,Starch,Starch,Starch,1,11,NA
3/21/2013,All ral,10,4way,1,1,9,R,R,assortative,Starch,Starch,Starch,1,11,NA
3/21/2013,All ral,10,4way,1,1,10,R,R,assortative,Starch,Starch,Starch,1,11,NA
3/21/2013,All ral,10,4way,1,1,12,R,R,assortative,Starch,Starch,Starch,1,13,NA
3/21/2013,All ral,10,4way,1,1,14,R,R,assortative,Starch,Starch,Starch,1,16,NA
3/21/2013,All ral,10,4way,1,3,8,R,R,assortative,Starch,Starch,Starch,1,37,NA
3/22/2013,All ral,10,4way,1,1,2,R,R,assortative,Starch,Starch,Starch,1,5,NA
3/22/2013,All ral,10,4way,1,1,3,R,R,assortative,Starch,Starch,Starch,1,7,NA
3/22/2013,All ral,10,4way,1,1,10,R,R,assortative,Starch,Starch,Starch,1,11,NA
3/22/2013,All ral,10,4way,1,1,14,R,R,assortative,Starch,Starch,Starch,1,17,NA
3/22/2013,All ral,10,4way,1,1,21,R,R,assortative,Starch,Starch,Starch,1,26,NA
3/22/2013,All ral,10,4way,1,3,7,R,R,assortative,Starch,Starch,Starch,1,13,NA
3/22/2013,All ral,10,4way,1,3,12,R,R,assortative,Starch,Starch,Starch,1,31,NA
9/5/2013,All ral,10,4way,1,1,1,L,L,assortative,Starch,Starch,Starch,1,3.5,18.4
9/5/2013,All ral,10,4way,1,1,2,L,L,assortative,Starch,Starch,Starch,1,4.8,15.3
9/5/2013,All ral,10,4way,1,1,3,L,L,assortative,Starch,Starch,Starch,1,6,29
9/5/2013,All ral,10,4way,1,1,12,L,L,assortative,Starch,Starch,Starch,1,15.9,17
9/5/2013,All ral,10,4way,1,2,2,L,L,assortative,Starch,Starch,Starch,1,2,18
9/5/2013,All ral,10,4way,1,2,3,L,L,assortative,Starch,Starch,Starch,1,2,20
9/5/2013,All ral,10,4way,1,2,8,L,L,assortative,Starch,Starch,Starch,1,13,20
9/5/2013,All ral,10,4way,1,2,9,L,L,assortative,Starch,Starch,Starch,1,15,16
9/5/2013,All ral,10,4way,1,2,10,L,L,assortative,Starch,Starch,Starch,1,15,18
9/5/2013,All ral,10,4way,1,2,18,L,L,assortative,Starch,Starch,Starch,1,31,18
9/5/2013,All ral,10,4way,1,2,19,L,L,assortative,Starch,Starch,Starch,1,48,11
9/5/2013,All ral,10,4way,1,3,1,L,L,assortative,Starch,Starch,Starch,1,1,23
9/5/2013,All ral,10,4way,1,3,5,L,L,assortative,Starch,Starch,Starch,1,13,21
9/5/2013,All ral,10,4way,1,3,8,L,L,assortative,Starch,Starch,Starch,1,17,15
9/5/2013,All ral,10,4way,1,3,12,L,L,assortative,Starch,Starch,Starch,1,22,21
9/5/2013,All ral,10,4way,1,3,13,L,L,assortative,Starch,Starch,Starch,1,28,18
9/5/2013,All ral,10,4way,1,3,14,L,L,assortative,Starch,Starch,Starch,1,33,13
9/5/2013,All ral,10,4way,1,4,1,L,L,assortative,Starch,Starch,Starch,1,2,22
9/5/2013,All ral,10,4way,1,4,3,L,L,assortative,Starch,Starch,Starch,1,3,28
9/5/2013,All ral,10,4way,1,4,13,L,L,assortative,Starch,Starch,Starch,1,10,29
9/12/2013,All ral,10,4way,2,1,1,R,R,assortative,Starch,Starch,Starch,1,8,14
9/12/2013,All ral,10,4way,2,1,7,R,R,assortative,Starch,Starch,Starch,1,14,17
9/12/2013,All ral,10,4way,2,1,14,R,R,assortative,Starch,Starch,Starch,1,21,25
9/12/2013,All ral,10,4way,2,2,5,R,R,assortative,Starch,Starch,Starch,1,21,26
9/12/2013,All ral,10,4way,2,2,9,R,R,assortative,Starch,Starch,Starch,1,51,20
9/19/2013,All ral,10,4way,1,1,1,L,L,assortative,Starch,Starch,Starch,1,0,13
9/19/2013,All ral,10,4way,1,1,2,L,L,assortative,Starch,Starch,Starch,1,3,18
9/19/2013,All ral,10,4way,1,1,3,L,L,assortative,Starch,Starch,Starch,1,3,18
9/19/2013,All ral,10,4way,1,1,6,L,L,assortative,Starch,Starch,Starch,1,7,25
9/19/2013,All ral,10,4way,1,1,8,L,L,assortative,Starch,Starch,Starch,1,10,20
9/19/2013,All ral,10,4way,1,1,11,L,L,assortative,Starch,Starch,Starch,1,15,17
9/19/2013,All ral,10,4way,1,1,13,L,L,assortative,Starch,Starch,Starch,1,17,27
9/19/2013,All ral,10,4way,1,1,14,L,L,assortative,Starch,Starch,Starch,1,17,15
9/19/2013,All ral,10,4way,1,1,17,L,L,assortative,Starch,Starch,Starch,1,25,17
9/19/2013,All ral,10,4way,1,1,21,L,L,assortative,Starch,Starch,Starch,1,38,NA
