date,genotype,male treatment,3-way mating pattern,population,plate #,order,male,female,mating pattern,"diet treatment of pair, F xM FOR DISASSORT",FEMALE DIET ,MALE DIET,binary,CL,CD
5/28/2014,Canton s,NA,3,2,2,15,R,L,disassortative,SxC,starch,cmy,0,21,20
5/28/2014,Canton s,NA,3,2,2,19,R,L,disassortative,SxC,starch,cmy,0,36,22
5/28/2014,Canton s,NA,3,2,2,21,R,L,disassortative,SxC,starch,cmy,0,49,24
5/28/2014,Canton s,NA,3,2,2,22,R,L,disassortative,SxC,starch,cmy,0,50,26
5/28/2014,Canton s,NA,3,2,2,23,R,L,disassortative,SxC,starch,cmy,0,56,24
6/5/2014,Canton s,NA,3,1,2,1,L,R,disassortative,SxC,starch,cmy,0,25,15
6/5/2014,Canton s,NA,3,1,2,2,L,R,disassortative,SxC,starch,cmy,0,26,22
6/5/2014,Canton s,NA,3,1,2,3,L,R,disassortative,SxC,starch,cmy,0,29,20
6/5/2014,Canton s,NA,3,1,2,6,L,R,disassortative,SxC,starch,cmy,0,37,22
6/5/2014,Canton s,NA,3,1,2,9,L,R,disassortative,SxC,starch,cmy,0,55,19
4/17/2014,Canton s,NA,4,1,5,2,L,R,disassortative,CxS,cmy,starch,0,8,18
4/17/2014,Canton s,NA,4,1,5,3,L,R,disassortative,CxS,cmy,starch,0,14,19
4/17/2014,Canton s,NA,4,1,5,4,L,R,disassortative,CxS,cmy,starch,0,14,22
4/17/2014,Canton s,NA,4,1,5,5,L,R,disassortative,CxS,cmy,starch,0,15,21
4/17/2014,Canton s,NA,4,1,5,7,L,R,disassortative,CxS,cmy,starch,0,20,18
4/17/2014,Canton s,NA,4,1,5,8,L,R,disassortative,CxS,cmy,starch,0,20,21
4/17/2014,Canton s,NA,4,1,5,12,L,R,disassortative,CxS,cmy,starch,0,31,23
4/17/2014,Canton s,NA,4,1,5,13,L,R,disassortative,CxS,cmy,starch,0,51,28
4/17/2014,Canton s,NA,4,1,5,14,L,R,disassortative,CxS,cmy,starch,0,0,20
4/17/2014,Canton s,NA,4,1,6,1,L,R,disassortative,CxS,cmy,starch,0,8,16
4/17/2014,Canton s,NA,4,1,6,2,L,R,disassortative,CxS,cmy,starch,0,8,20
4/17/2014,Canton s,NA,4,1,6,3,L,R,disassortative,CxS,cmy,starch,0,10,21
4/17/2014,Canton s,NA,4,1,6,5,L,R,disassortative,CxS,cmy,starch,0,12,22
4/17/2014,Canton s,NA,4,1,6,6,L,R,disassortative,CxS,cmy,starch,0,17,18
4/17/2014,Canton s,NA,4,1,6,8,L,R,disassortative,CxS,cmy,starch,0,23,25
4/17/2014,Canton s,NA,4,1,6,9,L,R,disassortative,CxS,cmy,starch,0,24,18
4/17/2014,Canton s,NA,4,1,6,10,L,R,disassortative,CxS,cmy,starch,0,26,20
4/17/2014,Canton s,NA,4,1,6,12,L,R,disassortative,CxS,cmy,starch,0,38,18
4/17/2014,Canton s,NA,4,1,6,14,L,R,disassortative,CxS,cmy,starch,0,49,17
4/17/2014,Canton s,NA,4,1,6,15,L,R,disassortative,CxS,cmy,starch,0,53,18
4/17/2014,Canton s,NA,4,1,6,17,L,R,disassortative,CxS,cmy,starch,0,58,28
4/17/2014,Canton s,NA,4,1,6,18,L,R,disassortative,CxS,cmy,starch,0,0,29
4/24/2014,Canton s,NA,4,2,1,1,R,L,disassortative,CxS,cmy,starch,0,10,20
4/24/2014,Canton s,NA,4,2,1,2,R,L,disassortative,CxS,cmy,starch,0,12,14
4/24/2014,Canton s,NA,4,2,1,4,R,L,disassortative,CxS,cmy,starch,0,16,26
4/24/2014,Canton s,NA,4,2,1,5,R,L,disassortative,CxS,cmy,starch,0,18,25
4/24/2014,Canton s,NA,4,2,1,6,R,L,disassortative,CxS,cmy,starch,0,19,16
4/24/2014,Canton s,NA,4,2,1,10,R,L,disassortative,CxS,cmy,starch,0,28,20
4/24/2014,Canton s,NA,4,2,1,13,R,L,disassortative,CxS,cmy,starch,0,38,19
4/24/2014,Canton s,NA,4,2,2,3,R,L,disassortative,CxS,cmy,starch,0,30,16
4/24/2014,Canton s,NA,4,2,2,4,R,L,disassortative,CxS,cmy,starch,0,34,14
4/24/2014,Canton s,NA,4,2,2,8,R,L,disassortative,CxS,cmy,starch,0,46,19
5/1/2014,Canton s,NA,4,1,5,1,L,R,disassortative,CxS,cmy,starch,0,9,25
5/1/2014,Canton s,NA,4,1,5,2,L,R,disassortative,CxS,cmy,starch,0,9,16
5/1/2014,Canton s,NA,4,1,5,5,L,R,disassortative,CxS,cmy,starch,0,14,20
5/1/2014,Canton s,NA,4,1,5,10,L,R,disassortative,CxS,cmy,starch,0,27,17
5/1/2014,Canton s,NA,4,1,5,11,L,R,disassortative,CxS,cmy,starch,0,29,23
5/1/2014,Canton s,NA,4,1,5,12,L,R,disassortative,CxS,cmy,starch,0,32,21
5/1/2014,Canton s,NA,4,1,5,13,L,R,disassortative,CxS,cmy,starch,0,38,15
5/1/2014,Canton s,NA,4,1,5,15,L,R,disassortative,CxS,cmy,starch,0,48,18
5/7/2014,Canton s,NA,4,2,5,3,R,L,disassortative,CxS,cmy,starch,0,15,25
5/7/2014,Canton s,NA,4,2,5,11,R,L,disassortative,CxS,cmy,starch,0,58,19
5/7/2014,Canton s,NA,4,2,6,2,R,L,disassortative,CxS,cmy,starch,0,12,35
5/7/2014,Canton s,NA,4,2,6,3,R,L,disassortative,CxS,cmy,starch,0,13,19
5/7/2014,Canton s,NA,4,2,6,7,R,L,disassortative,CxS,cmy,starch,0,20,16
5/7/2014,Canton s,NA,4,2,6,8,R,L,disassortative,CxS,cmy,starch,0,20,17
5/7/2014,Canton s,NA,4,2,6,9,R,L,disassortative,CxS,cmy,starch,0,20,20
5/7/2014,Canton s,NA,4,2,6,12,R,L,disassortative,CxS,cmy,starch,0,36,18
5/7/2014,Canton s,NA,4,2,6,13,R,L,disassortative,CxS,cmy,starch,0,46,21
5/15/2014,Canton s,NA,4,2,5,2,L,R,disassortative,CxS,cmy,starch,0,12,22
5/15/2014,Canton s,NA,4,2,5,3,L,R,disassortative,CxS,cmy,starch,0,13,18
5/15/2014,Canton s,NA,4,2,5,4,L,R,disassortative,CxS,cmy,starch,0,13,19
5/15/2014,Canton s,NA,4,2,5,10,L,R,disassortative,CxS,cmy,starch,0,34,23
5/15/2014,Canton s,NA,4,2,5,11,L,R,disassortative,CxS,cmy,starch,0,34,16
5/15/2014,Canton s,NA,4,2,5,13,L,R,disassortative,CxS,cmy,starch,0,48,26
5/15/2014,Canton s,NA,4,2,6,5,L,R,disassortative,CxS,cmy,starch,0,12,15
5/15/2014,Canton s,NA,4,2,6,6,L,R,disassortative,CxS,cmy,starch,0,12,37
5/15/2014,Canton s,NA,4,2,6,7,L,R,disassortative,CxS,cmy,starch,0,12,20
5/15/2014,Canton s,NA,4,2,6,8,L,R,disassortative,CxS,cmy,starch,0,15,18
5/15/2014,Canton s,NA,4,2,6,9,L,R,disassortative,CxS,cmy,starch,0,16,17
5/15/2014,Canton s,NA,4,2,6,11,L,R,disassortative,CxS,cmy,starch,0,23,NA
5/15/2014,Canton s,NA,4,2,6,14,L,R,disassortative,CxS,cmy,starch,0,50,19
5/15/2014,Canton s,NA,4,2,6,15,L,R,disassortative,CxS,cmy,starch,0,54,22
5/28/2014,Canton s,NA,4,2,3,1,L,R,disassortative,CxS,cmy,starch,0,9,19
5/28/2014,Canton s,NA,4,2,3,2,L,R,disassortative,CxS,cmy,starch,0,11,19
5/28/2014,Canton s,NA,4,2,3,4,L,R,disassortative,CxS,cmy,starch,0,13,21
5/28/2014,Canton s,NA,4,2,3,6,L,R,disassortative,CxS,cmy,starch,0,16,19
5/28/2014,Canton s,NA,4,2,3,10,L,R,disassortative,CxS,cmy,starch,0,19,23
5/28/2014,Canton s,NA,4,2,3,11,L,R,disassortative,CxS,cmy,starch,0,25,21
5/28/2014,Canton s,NA,4,2,3,13,L,R,disassortative,CxS,cmy,starch,0,30,21
5/28/2014,Canton s,NA,4,2,3,15,L,R,disassortative,CxS,cmy,starch,0,35,16
5/28/2014,Canton s,NA,4,2,3,16,L,R,disassortative,CxS,cmy,starch,0,39,18
5/28/2014,Canton s,NA,4,2,3,17,L,R,disassortative,CxS,cmy,starch,0,45,18
6/5/2014,Canton s,NA,4,1,4,1,R,L,disassortative,CxS,cmy,starch,0,11,15
6/5/2014,Canton s,NA,4,1,4,2,R,L,disassortative,CxS,cmy,starch,0,14,22
6/5/2014,Canton s,NA,4,1,4,4,R,L,disassortative,CxS,cmy,starch,0,16,23
6/5/2014,Canton s,NA,4,1,4,9,R,L,disassortative,CxS,cmy,starch,0,27,19
6/5/2014,Canton s,NA,4,1,4,11,R,L,disassortative,CxS,cmy,starch,0,35,19
